iteration,alpha1,alpha2,j1_wse,j2_wse,q_total,q_waterway,q_usexit,q_forebay,q_sidechannel,ws_inlet,ws_usexit,ws_forebay,ws_sidechannel,j1_from_usproject,j1_from_waterway,j1_from_usexit,j2_from_waterway,j2_from_forebay,j2_from_sidechannel,j1_sub_stage,j2_sub_stage,j1_super_stage,j2_super_stage,j1_super_energy_stage,j2_super_energy_stage,j1_control,j2_control,sf_j1_sub,sf_j1_super,sf_j2_sub,sf_j2_super,momentum_j1,momentum_j2,err_j1,err_j2,alpha1_next,alpha2_next,j1_next,j2_next
42,0.98,0.03683733857777346,639.6570160213927,638.9621053551471,51.0,50.95,0.05,1.8768624005375578,49.07313759946244,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,639.0883004128187,,632.858128443256,638.5849875997454,637.8120671708136,639.0883004128187,638.5849875997454,636.1795,633.9581082270593,635.6455161820799,632.858128443256,Subcritical,Subcritical,83.68303870675057,33.09578441190197,233.6211773224709,34.59028692974099,9.037661190345116,-3.1783635279225564e-08,0.5687156085739389,0.3771177554016276,0.98,0.03674050943910711,639.4579655583918,638.8301141407565
43,0.98,0.03674050943910711,639.4579655583918,638.8301141407565,51.0,50.95,0.05,1.8719289559225074,49.0780710440775,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.9652468856722,,632.8692032252699,638.4980588575453,637.8130356609672,638.9652468856722,638.4980588575453,636.1795,633.9580669028014,635.6455161820799,632.8692032252699,Subcritical,Subcritical,80.0895098858978,33.09578441190197,227.7573891796779,34.58965529496816,9.037661190345116,4.2269732603017474e-08,0.4927186727196613,0.3320552832111616,0.98,0.0366546801167372,639.28551402294,638.7138947916326
44,0.98,0.0366546801167372,639.28551402294,638.7138947916326,51.0,50.95,0.05,1.8675559519477603,49.082444048052245,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.8576179751902,,632.8792721129208,638.4211965120286,637.8138942309768,638.8576179751902,638.4211965120286,636.1795,633.9580302627534,635.6455161820799,632.8792721129208,Subcritical,Subcritical,77.03768378214728,33.09578441190197,222.63799651923074,34.589095280375645,9.037661190345116,-2.23098766127805e-08,0.42789604774975487,0.2926982796039965,0.98,0.03657857960073055,639.1357504062275,638.6114503937712
45,0.98,0.03657857960073055,639.1357504062275,638.6114503937712,51.0,50.95,0.05,1.8636786306572215,49.086321369342784,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.7633622554988,,632.8884092993289,638.3531968899816,637.8146555540114,638.7633622554988,638.3531968899816,636.1795,633.9579977511614,635.6455161820799,632.8884092993289,Subcritical,Subcritical,74.43554681066792,33.09578441190197,218.16007953962693,34.5885983839409,9.037661190345116,2.5181968510423758e-08,0.37238815072873876,0.2582535037895468,0.98,0.036511088269775345,639.0054145534725,638.5210616674449
46,0.98,0.036511088269775345,639.0054145534725,638.5210616674449,51.0,50.95,0.05,1.860239947345054,49.08976005265495,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.6807208554297,,632.896686109528,638.2930082374364,637.8153308046907,638.6807208554297,638.2930082374364,636.1795,633.9579689115137,635.6455161820799,632.896686109528,Subcritical,Subcritical,72.20860805477318,33.09578441190197,214.2366382828756,34.58815762239397,9.037661190345116,-1.6502944788499008e-08,0.32469369804277903,0.22805343000845824,0.98,0.03645121890864106,638.8917717591576,638.4412429669419
47,0.98,0.03645121890864106,638.8917717591576,638.4412429669419,51.0,50.95,0.05,1.857189603395262,49.09281039660474,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.6081823928505,,632.9041707126647,638.2397098689825,637.8159298476428,638.6081823928505,638.2397098689825,636.1795,633.9579433170707,635.6455161820799,632.9041707126647,Subcritical,Subcritical,70.29621856245977,33.09578441190197,210.79380424337876,34.58776646900264,9.037661190345116,-3.294317707513983e-08,0.2835893663070692,0.20153309795944097,0.98,0.03639810030573537,638.7925154809501,638.3707063826561
48,0.98,0.03639810030573537,638.7925154809501,638.3707063826561,51.0,50.95,0.05,1.8544832105772173,49.09551678942279,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.5444455009848,,632.9109279929846,638.1924945424348,637.8164613764435,638.5444455009848,638.1924945424348,636.1795,633.9579206006377,635.6455161820799,632.9109279929846,Subcritical,Subcritical,68.64873021953714,33.09578441190197,207.76860181910018,34.587419308260436,9.037661190345116,-4.7049205420535145e-08,0.2480699799652939,0.1782118402212518,0.98,0.036350963033616755,638.7056909879623,638.3083322385786
49,0.98,0.036350963033616755,638.7056909879623,638.3083322385786,51.0,50.95,0.05,1.8520815665627737,49.09791843343723,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.4883875275701,,632.9170193711966,638.1506534634084,637.8169330922515,638.4883875275701,638.1506534634084,636.1795,633.9579004347175,635.6455161820799,632.9170193711966,Subcritical,Subcritical,67.22528858764255,33.09578441190197,205.10713843767522,34.58711113226964,9.037661190345116,-4.4829732814832823e-08,0.2173034603921451,0.15767877517021134,0.98,0.036309127097936586,638.629634776825,638.253144667269
50,0.98,0.036309127097936586,638.629634776825,638.253144667269,51.0,50.95,0.05,1.849950025639869,49.10004997436013,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.4390383052677,,632.9225027250797,638.1135634930581,637.8173517633528,638.4390383052677,638.1135634930581,636.1795,633.9578825315089,635.6455161820799,632.9225027250797,Subcritical,Subcritical,65.9921082976964,33.09578441190197,202.76313384476825,34.586837540514466,9.037661190345116,-3.855388541751381e-08,0.19059647155734183,0.139581174210889,0.98,0.03627199117146183,638.56292601178,638.2042912562952
51,0.98,0.03627199117146183,638.56292601178,638.2042912562952,51.0,50.95,0.05,1.8480579501859802,49.10194204981402,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.3955580009073,,632.9274323001653,638.0806761322468,637.8177234236449,638.3955580009073,638.0806761322468,636.1795,633.957866632983,635.6455161820799,632.9274323001653,Subcritical,Subcritical,64.92111543784878,33.09578441190197,200.6967144199735,34.58659458803836,9.037661190345116,1.249972569894453e-09,0.1673680108726785,0.1236151240483423,0.98,0.036239023213842946,638.5043472079745,638.1610259628783
52,0.98,0.036239023213842946,638.5043472079745,638.1610259628783,51.0,50.95,0.05,1.8463782327452982,49.10362176725471,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.357218368724,,632.9318586998135,638.0515080935807,637.8180533924848,638.357218368724,638.0515080935807,636.1795,633.9578525208086,635.6455161820799,632.9318586998135,Subcritical,Subcritical,63.988873331125376,33.09578441190197,198.87342492096084,34.58637893697236,9.037661190345116,-2.5886677690323268e-08,0.147128839250513,0.1095178692976333,0.98,0.03620975226024318,638.4528521142369,638.1226947086241
53,0.98,0.03620975226024318,638.4528521142369,638.1226947086241,51.0,50.95,0.05,1.84488687765939,49.10511312234061,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.3233869113773,,632.9358289447575,638.0256331635862,637.8183463590443,638.3233869113773,638.0256331635862,636.1795,633.9578399865776,635.6455161820799,632.9358289447575,Subcritical,Subcritical,63.17572969419555,33.09578441190197,197.26341162316862,34.58618740144974,9.037661190345116,-2.2924062648144172e-08,0.12946520285959195,0.09706154503783182,0.98,0.0361837612286899,638.407539293236,638.0887231678608
54,0.98,0.0361837612286899,638.407539293236,638.0887231678608,51.0,50.95,0.05,1.8435626346017506,49.10643736539825,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.2935134326965,,632.9393864830286,638.0026751466245,637.8186065063626,638.2935134326965,638.0026751466245,636.1795,633.9578288516551,635.6455161820799,632.9393864830286,Subcritical,Subcritical,62.46513535152057,33.09578441190197,195.84074300702594,34.58601725085507,9.037661190345116,2.072014382292764e-08,0.11402586053952746,0.08604802123636546,0.98,0.036160680618224486,638.3676302420472,638.0586063604281
55,0.98,0.036160680618224486,638.3676302420472,638.0586063604281,51.0,50.95,0.05,1.8423866774985376,49.107613322501464,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.2671185554117,,632.9425713388175,637.9823017317503,637.818837531194,638.2671185554117,637.9823017317503,636.1795,633.9578189671785,635.6455161820799,632.9425713388175,Subcritical,Subcritical,61.8430963592127,33.09578441190197,194.582842130011,34.58586620973771,9.037661190345116,-3.61737306775467e-09,0.1005116866355138,0.07630462867780352,0.98,0.036140182971175334,638.3324511517247,638.0318997403909
56,0.98,0.036140182971175334,638.3324511517247,638.0318997403909,51.0,50.95,0.05,1.8413423223813834,49.108657677618616,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.2437840053886,,632.9454202514141,637.9642192130536,637.8190427134782,638.2437840053886,637.9642192130536,636.1795,633.957810184285,635.6455161820799,632.9454202514141,Subcritical,Subcritical,61.29773378725188,33.09578441190197,193.47001402635138,34.585732002821956,9.037661190345116,1.717292974490192e-08,0.08866714633609263,0.06768052733730201,0.98,0.036121978000400706,638.3014176505071,638.0082115558229
57,0.98,0.036121978000400706,638.3014176505071,638.0082115558229,51.0,50.95,0.05,1.8404147791204162,49.10958522087959,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.2231442951709,,632.9479667744488,637.9481678252965,637.8192249411494,638.2231442951709,637.9481678252965,636.1795,633.9578023838848,635.6455161820799,632.9479667744488,Subcritical,Subcritical,60.818926560888485,33.09578441190197,192.48504389367946,34.58561280991572,9.037661190345116,2.256678044432192e-08,0.07827335533625046,0.060043730526331274,0.98,0.0361058083000206,638.2740219761395,637.9871962501386
58,0.98,0.0361058083000206,638.2740219761395,637.9871962501386,51.0,50.95,0.05,1.8395909328860498,49.110409067113956,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.204879608348,,632.9502415339201,637.9339177345485,637.8193868044168,638.204879608348,637.9339177345485,636.1795,633.9577954568118,635.6455161820799,632.9502415339201,Subcritical,Subcritical,60.39802071924137,33.09578441190197,191.61286117502564,34.58550696257615,9.037661190345116,2.5468267494943575e-09,0.06914236779141447,0.05327851559013652,0.98,0.03609144556721111,638.2498221474125,637.968548769682
59,0.98,0.03609144556721111,638.2498221474125,637.968548769682,51.0,50.95,0.05,1.8388591516494062,49.111140848350594,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1887097458094,,632.952272327438,637.9212654357106,637.8195305858403,638.1887097458094,637.9212654357106,636.1795,633.9577893038243,635.6455161820799,632.952272327438,Subcritical,Subcritical,60.02759271278202,33.09578441190197,190.84024858433338,34.585412944088866,9.037661190345116,-2.2234566188217286e-08,0.06111240160305442,0.04728333397144979,0.98,0.036078687271743314,638.2284328068514,637.951999602792
60,0.98,0.036078687271743314,638.2284328068514,637.951999602792,51.0,50.95,0.05,1.838209116495322,49.11179088350468,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1743889155537,,632.9540843822509,637.9100307355673,637.8196583000273,638.1743889155537,637.9100307355673,636.1795,633.9577838356048,635.6455161820799,632.9540843822509,Subcritical,Subcritical,59.70125473075608,33.09578441190197,190.15560258351604,34.58532938945813,9.037661190345116,-1.7975253285840154e-08,0.0540438912977379,0.04196886722468207,0.98,0.03606735370667167,638.2095174448972,637.9373104992633
61,0.98,0.03606735370667167,638.2095174448972,637.9373104992633,51.0,50.95,0.05,1.8376316713549217,49.11236832864508,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1617012271136,,632.9557005041092,637.900053944245,637.8197717631012,638.1617012271136,637.900053944245,636.1795,633.9577789727598,635.6455161820799,632.9557005041092,Subcritical,Subcritical,59.41349358821668,33.09578441190197,189.54871879162323,34.58525508537586,9.037661190345116,4.67580179019933e-08,0.047816217783633874,0.037256555018302606,0.98,0.036057285398240296,638.192781768673,637.9242707050068
62,0.98,0.036057285398240296,638.192781768673,637.9242707050068,51.0,50.95,0.05,1.8371186910403432,49.11288130895966,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1504569005222,,632.9571412856728,637.8911935827285,637.8198725530058,638.1504569005222,637.8911935827285,636.1795,633.9577746656686,635.6455161820799,632.9571412856728,Subcritical,Subcritical,59.15953932387919,33.09578441190197,189.01061842267907,34.58518927350469,9.037661190345116,-5.924903945242477e-08,0.04232486815078573,0.033077122278314164,0.98,0.036048340796974096,638.1779680648202,637.9126937122095
63,0.98,0.036048340796974096,638.1779680648202,637.9126937122095,51.0,50.95,0.05,1.8366629636058303,49.11333703639417,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1404889020175,,632.9584252851456,637.883324179694,637.819962098822,638.1404889020175,637.883324179694,636.1795,633.9577708250135,635.6455161820799,632.9584252851456,Subcritical,Subcritical,58.935253851924344,33.09578441190197,188.53338764928014,34.58513058897552,9.037661190345116,2.10952890711269e-08,0.03747916280269692,0.029369532515488572,0.98,0.03604039425522011,638.1648503578393,637.902414375829
64,0.98,0.03604039425522011,638.1648503578393,637.902414375829,51.0,50.95,0.05,1.8362580873034648,49.11374191269654,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1316500958055,,632.9595691850633,637.8763344950825,637.8200416509956,638.1316500958055,637.8763344950825,636.1795,633.957767421022,635.6455161820799,632.9595691850633,Subcritical,Subcritical,58.737039323054816,33.09578441190197,188.11004878681592,34.58507857678435,9.037661190345116,-1.0547680062700238e-08,0.033200262033801664,0.026079880746578965,0.98,0.03603333422291696,638.1532302661275,637.8932864175678
65,0.98,0.03603333422291696,638.1532302661275,637.8932864175678,51.0,50.95,0.05,1.8358983786576193,49.114101621342385,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1238107729405,,632.9605879709273,637.8701258726865,637.8201123309583,638.1238107729405,637.8701258726865,636.1795,633.9577643941492,635.6455161820799,632.9605879709273,Subcritical,Subcritical,58.5617612025392,33.09578441190197,187.7344439049719,34.58503232703329,9.037661190345116,-7.752646524750162e-09,0.02941949318699244,0.023160544881307032,0.98,0.036027061655546325,638.142933443512,637.8851802268593
66,0.98,0.036027061655546325,638.142933443512,637.8851802268593,51.0,50.95,0.05,1.8355787913500854,49.114421208649915,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1168564580828,,632.9614951098413,637.8646107713729,637.8201751212031,638.1168564580828,637.8646107713729,636.1795,633.9577617046982,635.6455161820799,632.9614951098413,Subcritical,Subcritical,58.40668243247887,33.09578441190197,187.40113290161253,34.58499123311418,9.037661190345116,-4.272763476365071e-09,0.02607698542919934,0.02056945548645217,0.98,0.036021488604535884,638.1338064986118,637.8779809174391
67,0.98,0.036021488604535884,638.1338064986118,637.8779809174391,51.0,50.95,0.05,1.8352948444011035,49.1147051555989,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1106861231476,,632.9623026398272,637.8597115146368,637.8202309149057,638.1106861231476,637.8597115146368,636.1795,633.9577593129724,635.6455161820799,632.9623026398272,Subcritical,Subcritical,58.269410460349704,33.09578441190197,187.10530764337233,34.58495468843333,9.037661190345116,2.5097008915508923e-08,0.02312037546414558,0.01826940280227518,0.98,0.036016536970310556,638.1257143671993,637.8715866264583
68,0.98,0.036016536970310556,638.1257143671993,637.8715866264583,51.0,50.95,0.05,1.835042558637323,49.11495744136268,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1052104704231,,632.9630213583857,637.8553591790944,637.8202804960757,638.1052104704231,637.8553591790944,636.1795,633.9577571891994,635.6455161820799,632.9630213583857,Subcritical,Subcritical,58.14784875234983,33.09578441190197,186.84271674273418,34.58492223804843,9.037661190345116,3.460453257275731e-08,0.02050389677617659,0.016227447363917236,0.98,0.03601213739194046,638.1185380033277,637.865907019881
69,0.98,0.03601213739194046,638.1185380033277,637.865907019881,51.0,50.95,0.05,1.8348184001193666,49.115181599880636,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.1003505729586,,632.9636609316617,637.8514925921411,637.8203245395571,638.1003505729586,637.8514925921411,636.1795,633.9577553036064,635.6455161820799,632.9636609316617,Subcritical,Subcritical,58.040158557174664,33.09578441190197,186.60959869365172,34.584893427017974,9.037661190345116,2.4964244005332148e-08,0.018187430369039248,0.014414427739893654,0.98,0.03600822826225168,638.1121724026985,637.860861970172
70,0.98,0.03600822826225168,638.1121724026985,637.860861970172,51.0,50.95,0.05,1.8346192299617232,49.11538077003828,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0960366141945,,632.9642299639136,637.8480574288517,637.8203636705726,638.0960366141945,637.8480574288517,636.1795,633.9577536264211,635.6455161820799,632.9642299639136,Subcritical,Subcritical,57.94472465665541,33.09578441190197,186.40262239035815,34.584867800412205,9.037661190345116,3.812080962006803e-08,0.01613578850401609,0.012804541320292628,0.98,0.03600475486347509,638.1065248767221,637.8563803807099
71,0.98,0.03600475486347509,638.1065248767221,637.8563803807099,51.0,50.95,0.05,1.834442260294056,49.11555773970595,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0922068161517,,632.9647361761481,637.8450054775924,637.8203984448761,638.0922068161517,637.8450054775924,636.1795,633.9577521377951,635.6455161820799,632.9647361761481,Subcritical,Subcritical,57.86012669754493,33.09578441190197,186.2188389122184,34.584845054941525,9.037661190345116,2.936208431947307e-08,0.014318060570417401,0.011374903117484791,0.98,0.03600166859235844,638.1015135555225,637.8523991646188
72,0.98,0.03600166859235844,638.1015135555225,637.8523991646188,51.0,50.95,0.05,1.8342850147806626,49.11571498521934,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0888064767868,,632.9651864458174,637.8422939354032,637.8204293487519,638.0888064767868,637.8422939354032,636.1795,633.9577508178801,635.6455161820799,632.9651864458174,Subcritical,Subcritical,57.78511403415934,33.09578441190197,186.05563596128792,34.58482488732179,9.037661190345116,-1.3495053963197279e-08,0.012707078735729738,0.010105229215582767,0.98,0.035998926273530206,638.097066077965,637.8488623343933
73,0.98,0.035998926273530206,638.097066077965,637.8488623343933,51.0,50.95,0.05,1.834145293636364,49.11585470636364,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0857871661335,,632.9655869159848,637.8398847728521,637.8204567990155,638.0857871661335,637.8398847728521,636.1795,633.9577496369034,635.6455161820799,632.9655869159848,Subcritical,Subcritical,57.718584936670474,33.09578441190197,185.91069716742305,34.58480684263074,9.037661190345116,4.9556746262169327e-08,0.011278911831482219,0.008977561541200885,0.98,0.03599648955242819,638.0931184588239,637.8457201878539
74,0.98,0.03599648955242819,638.0931184588239,637.8457201878539,51.0,50.95,0.05,1.8340211426962165,49.11597885730379,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0831059522181,,632.9659430548697,637.8377442378253,637.8204811926336,638.0831059522181,637.8377442378253,636.1795,633.9577485948652,635.6455161820799,632.9659430548697,Subcritical,Subcritical,57.659567129659735,33.09578441190197,185.78197029076298,34.584790920864016,9.037661190345116,1.4263214609400166e-08,0.010012506605789895,0.007975950028594525,0.98,0.03599432435661184,638.089614081512,637.8429286053439
75,0.98,0.03599432435661184,638.089614081512,637.8429286053439,51.0,50.95,0.05,1.8339108259693733,49.11608917403063,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0807247956842,,632.9662597451658,637.8358423493952,637.8205028769523,638.0807247956842,637.8358423493952,636.1795,633.9577476719171,635.6455161820799,632.9662597451658,Subcritical,Subcritical,57.60720257775428,33.09578441190197,185.66763524745974,34.58477681874323,9.037661190345116,-5.4226966028636525e-08,0.00888928582776316,0.007086255948706821,0.98,0.03599240041676094,638.0865028314722,637.8404484157619
76,0.98,0.03599240041676094,638.0865028314722,637.8404484157619,51.0,50.95,0.05,1.8338128012339698,49.116187198766035,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0786099841148,,632.9665413336605,637.8341524710804,637.8205221397727,638.0786099841148,637.8341524710804,636.1795,633.9577468382865,635.6455161820799,632.9665413336605,Subcritical,Subcritical,57.56073355684973,33.09578441190197,185.56607724534334,34.584764081354585,9.037661190345116,5.27851540255142e-08,0.007892847357425126,0.006295944681482979,0.98,0.03599069083990559,638.0837403348971,637.8382448351234
77,0.98,0.03599069083990559,638.0837403348971,637.8382448351234,51.0,50.95,0.05,1.8337256982931898,49.11627430170681,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0767316060513,,632.9667916907817,637.8326509436517,637.8205392490477,638.0767316060513,637.8326509436517,636.1795,633.9577461138218,635.6455161820799,632.9667916907817,Subcritical,Subcritical,57.51948992564804,33.09578441190197,185.4758637613929,34.58475301196548,9.037661190345116,-5.4547108163660596e-08,0.007008728845789847,0.005593891471676216,0.98,0.03598917173365273,638.0812872798011,637.8362869731084
78,0.98,0.03598917173365273,638.0812872798011,637.8362869731084,51.0,50.95,0.05,1.8336482998296066,49.1163517001704,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0750631441027,,632.9670142701417,637.8313167774826,637.8205544628054,638.0750631441027,637.8313167774826,636.1795,633.9577454588264,635.6455161820799,632.9670142701417,Subcritical,Subcritical,57.48287927033397,33.09578441190197,185.39572530316474,34.584743004032354,9.037661190345116,-1.0272493966567708e-08,0.006224135698403188,0.00497019562578771,0.98,0.035987821870214654,638.0791088323067,637.8345474046394
79,0.98,0.035987821870214654,638.0791088323067,637.8345474046394,51.0,50.95,0.05,1.8335795242874366,49.116420475712566,637.0,634.3119999999999,622.0279999999999,633.0099731944501,635.6455161820799,638.0735810680538,,632.9672121482342,637.8301312952786,637.8205679795295,638.0735810680538,637.8301312952786,636.1795,633.9577448832243,635.6455161820799,632.9672121482342,Subcritical,Subcritical,57.450377249554535,33.09578441190197,185.32453335339505,34.58473420918831,9.037661190345116,-5.076912401591471e-08,0.005527764252860834,0.004416109360704468,0.98,0.0359866223890011,638.0771741148181,637.833001766363
