catalog_row,A,B,C,D,E,F,pathname,selected
143,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
144,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
145,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
146,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
147,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
148,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
149,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
150,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
151,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
152,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
153,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
154,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
155,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
156,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
157,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
158,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
159,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
160,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
161,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
162,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
163,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
164,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
165,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
166,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
167,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
168,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
169,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
170,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
171,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
172,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
173,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
174,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
175,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
176,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
177,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
178,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
179,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
180,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
181,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
182,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
183,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
184,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
185,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
186,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
187,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
188,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
189,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
190,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
191,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
192,BUR-BUR-MER-ATATURK-T,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-ATATURK-T/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
193,BUR-BUR-MER-ATATURK-T,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-ATATURK-T/BURDUR2/DEBI/01May2025/30Minute/Q100/,True
194,BUR-BUR-MER-ATATURK-T,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-ATATURK-T/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
195,BUR-BUR-MER-ATATURK-T,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-ATATURK-T/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
196,BUR-BUR-MER-ATATURK-T,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-ATATURK-T/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
197,BUR-BUR-MER-ATATURK-T,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ATATURK-T/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
198,BUR-BUR-MER-ATATURK-T,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ATATURK-T/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
199,BUR-BUR-MER-ATATURK-T,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ATATURK-T/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
200,BUR-BUR-MER-BAC,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BAC/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
201,BUR-BUR-MER-BAC,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BAC/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
202,BUR-BUR-MER-BAC,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BAC/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
203,BUR-BUR-MER-BAC,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BAC/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
204,BUR-BUR-MER-BAC,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BAC/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
205,BUR-BUR-MER-BAC,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BAC/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
206,BUR-BUR-MER-BAC,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BAC/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
207,BUR-BUR-MER-BAC,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BAC/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
208,BUR-BUR-MER-BAYINDIR1,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-BAYINDIR1/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
209,BUR-BUR-MER-BAYINDIR1,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-BAYINDIR1/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
210,BUR-BUR-MER-BAYINDIR1,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-BAYINDIR1/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
211,BUR-BUR-MER-BAYINDIR1,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-BAYINDIR1/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
212,BUR-BUR-MER-BAYINDIR1,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-BAYINDIR1/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
213,BUR-BUR-MER-BAYINDIR1,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-BAYINDIR1/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
214,BUR-BUR-MER-BAYINDIR1,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-BAYINDIR1/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
215,BUR-BUR-MER-BAYINDIR1,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-BAYINDIR1/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
216,BUR-BUR-MER-BAYINDIR2,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-BAYINDIR2/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
217,BUR-BUR-MER-BAYINDIR2,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-BAYINDIR2/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
218,BUR-BUR-MER-BAYINDIR2,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-BAYINDIR2/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
219,BUR-BUR-MER-BAYINDIR2,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-BAYINDIR2/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
220,BUR-BUR-MER-BAYINDIR2,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-BAYINDIR2/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
221,BUR-BUR-MER-BAYINDIR2,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-BAYINDIR2/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
222,BUR-BUR-MER-BAYINDIR2,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-BAYINDIR2/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
223,BUR-BUR-MER-BAYINDIR2,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-BAYINDIR2/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
224,BUR-BUR-MER-BAYINDIR3,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-BAYINDIR3/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
225,BUR-BUR-MER-BAYINDIR3,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-BAYINDIR3/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
226,BUR-BUR-MER-BAYINDIR3,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-BAYINDIR3/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
227,BUR-BUR-MER-BAYINDIR3,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-BAYINDIR3/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
228,BUR-BUR-MER-BAYINDIR3,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-BAYINDIR3/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
229,BUR-BUR-MER-BAYINDIR3,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-BAYINDIR3/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
230,BUR-BUR-MER-BAYINDIR3,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-BAYINDIR3/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
231,BUR-BUR-MER-BAYINDIR3,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-BAYINDIR3/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
232,BUR-BUR-MER-BAYINDIR-T,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BAYINDIR-T/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
233,BUR-BUR-MER-BAYINDIR-T,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BAYINDIR-T/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
234,BUR-BUR-MER-BAYINDIR-T,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BAYINDIR-T/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
235,BUR-BUR-MER-BAYINDIR-T,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BAYINDIR-T/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
236,BUR-BUR-MER-BAYINDIR-T,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BAYINDIR-T/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
237,BUR-BUR-MER-BAYINDIR-T,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BAYINDIR-T/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
238,BUR-BUR-MER-BAYINDIR-T,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BAYINDIR-T/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
239,BUR-BUR-MER-BAYINDIR-T,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BAYINDIR-T/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
240,BUR-BUR-MER-BEREKET1,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-BEREKET1/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
241,BUR-BUR-MER-BEREKET1,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-BEREKET1/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
242,BUR-BUR-MER-BEREKET1,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-BEREKET1/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
243,BUR-BUR-MER-BEREKET1,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-BEREKET1/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
244,BUR-BUR-MER-BEREKET1,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-BEREKET1/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
245,BUR-BUR-MER-BEREKET1,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-BEREKET1/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
246,BUR-BUR-MER-BEREKET1,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-BEREKET1/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
247,BUR-BUR-MER-BEREKET1,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-BEREKET1/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
248,BUR-BUR-MER-BEREKET2,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BEREKET2/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
249,BUR-BUR-MER-BEREKET2,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BEREKET2/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
250,BUR-BUR-MER-BEREKET2,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BEREKET2/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
251,BUR-BUR-MER-BEREKET2,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BEREKET2/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
252,BUR-BUR-MER-BEREKET2,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BEREKET2/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
253,BUR-BUR-MER-BEREKET2,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BEREKET2/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
254,BUR-BUR-MER-BEREKET2,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BEREKET2/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
255,BUR-BUR-MER-BEREKET2,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BEREKET2/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
256,BUR-BUR-MER-BEREKET3,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BEREKET3/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
257,BUR-BUR-MER-BEREKET3,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BEREKET3/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
258,BUR-BUR-MER-BEREKET3,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BEREKET3/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
259,BUR-BUR-MER-BEREKET3,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BEREKET3/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
260,BUR-BUR-MER-BEREKET3,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BEREKET3/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
261,BUR-BUR-MER-BEREKET3,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BEREKET3/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
262,BUR-BUR-MER-BEREKET3,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BEREKET3/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
263,BUR-BUR-MER-BEREKET3,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BEREKET3/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
264,BUR-BUR-MER-BESKAVAK1,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BESKAVAK1/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
265,BUR-BUR-MER-BESKAVAK1,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BESKAVAK1/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
266,BUR-BUR-MER-BESKAVAK1,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BESKAVAK1/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
267,BUR-BUR-MER-BESKAVAK1,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BESKAVAK1/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
268,BUR-BUR-MER-BESKAVAK1,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BESKAVAK1/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
269,BUR-BUR-MER-BESKAVAK1,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BESKAVAK1/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
270,BUR-BUR-MER-BESKAVAK1,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BESKAVAK1/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
271,BUR-BUR-MER-BESKAVAK1,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BESKAVAK1/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
272,BUR-BUR-MER-BESKAVAK2,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BESKAVAK2/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
273,BUR-BUR-MER-BESKAVAK2,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BESKAVAK2/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
274,BUR-BUR-MER-BESKAVAK2,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BESKAVAK2/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
275,BUR-BUR-MER-BESKAVAK2,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BESKAVAK2/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
276,BUR-BUR-MER-BESKAVAK2,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BESKAVAK2/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
277,BUR-BUR-MER-BESKAVAK2,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BESKAVAK2/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
278,BUR-BUR-MER-BESKAVAK2,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BESKAVAK2/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
279,BUR-BUR-MER-BESKAVAK2,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BESKAVAK2/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
280,BUR-BUR-MER-BGP,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-BGP/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
281,BUR-BUR-MER-BGP,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-BGP/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
282,BUR-BUR-MER-BGP,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-BGP/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
283,BUR-BUR-MER-BGP,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-BGP/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
284,BUR-BUR-MER-BGP,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-BGP/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
285,BUR-BUR-MER-BGP,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-BGP/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
286,BUR-BUR-MER-BGP,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-BGP/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
287,BUR-BUR-MER-BGP,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-BGP/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
288,BUR-BUR-MER-BUGDUZ1,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-BUGDUZ1/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
