catalog_row,A,B,C,D,E,F,pathname,selected
432,BUR-BUR-MER-CIMBILLI,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-CIMBILLI/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
433,BUR-BUR-MER-CIMBILLI,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-CIMBILLI/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
434,BUR-BUR-MER-CIMBILLI,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-CIMBILLI/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
435,BUR-BUR-MER-CIMBILLI,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-CIMBILLI/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
436,BUR-BUR-MER-CIMBILLI,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-CIMBILLI/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
437,BUR-BUR-MER-CIMBILLI,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-CIMBILLI/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
438,BUR-BUR-MER-CIMBILLI,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-CIMBILLI/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
439,BUR-BUR-MER-CIMBILLI,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-CIMBILLI/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
440,BUR-BUR-MER-CINE,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-CINE/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
441,BUR-BUR-MER-CINE,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-CINE/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
442,BUR-BUR-MER-CINE,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-CINE/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
443,BUR-BUR-MER-CINE,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-CINE/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
444,BUR-BUR-MER-CINE,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-CINE/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
445,BUR-BUR-MER-CINE,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-CINE/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
446,BUR-BUR-MER-CINE,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-CINE/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
447,BUR-BUR-MER-CINE,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-CINE/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
448,BUR-BUR-MER-DEGIRMENLER,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-DEGIRMENLER/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
449,BUR-BUR-MER-DEGIRMENLER,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-DEGIRMENLER/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
450,BUR-BUR-MER-DEGIRMENLER,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-DEGIRMENLER/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
451,BUR-BUR-MER-DEGIRMENLER,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-DEGIRMENLER/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
452,BUR-BUR-MER-DEGIRMENLER,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-DEGIRMENLER/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
453,BUR-BUR-MER-DEGIRMENLER,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-DEGIRMENLER/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
454,BUR-BUR-MER-DEGIRMENLER,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-DEGIRMENLER/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
455,BUR-BUR-MER-DEGIRMENLER,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-DEGIRMENLER/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
456,BUR-BUR-MER-DEGIRMENLERA-T,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-DEGIRMENLERA-T/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
457,BUR-BUR-MER-DEGIRMENLERA-T,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-DEGIRMENLERA-T/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
458,BUR-BUR-MER-DEGIRMENLERA-T,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-DEGIRMENLERA-T/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
459,BUR-BUR-MER-DEGIRMENLERA-T,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-DEGIRMENLERA-T/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
460,BUR-BUR-MER-DEGIRMENLERA-T,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-DEGIRMENLERA-T/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
461,BUR-BUR-MER-DEGIRMENLERA-T,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-DEGIRMENLERA-T/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
462,BUR-BUR-MER-DEGIRMENLERA-T,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-DEGIRMENLERA-T/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
463,BUR-BUR-MER-DEGIRMENLERA-T,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-DEGIRMENLERA-T/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
464,BUR-BUR-MER-DEGIRMENLERB-T,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-DEGIRMENLERB-T/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
465,BUR-BUR-MER-DEGIRMENLERB-T,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-DEGIRMENLERB-T/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
466,BUR-BUR-MER-DEGIRMENLERB-T,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-DEGIRMENLERB-T/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
467,BUR-BUR-MER-DEGIRMENLERB-T,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-DEGIRMENLERB-T/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
468,BUR-BUR-MER-DEGIRMENLERB-T,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-DEGIRMENLERB-T/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
469,BUR-BUR-MER-DEGIRMENLERB-T,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-DEGIRMENLERB-T/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
470,BUR-BUR-MER-DEGIRMENLERB-T,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-DEGIRMENLERB-T/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
471,BUR-BUR-MER-DEGIRMENLERB-T,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-DEGIRMENLERB-T/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
472,BUR-BUR-MER-DUGER,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-DUGER/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
473,BUR-BUR-MER-DUGER,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-DUGER/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
474,BUR-BUR-MER-DUGER,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-DUGER/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
475,BUR-BUR-MER-DUGER,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-DUGER/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
476,BUR-BUR-MER-DUGER,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-DUGER/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
477,BUR-BUR-MER-DUGER,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-DUGER/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
478,BUR-BUR-MER-DUGER,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-DUGER/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
479,BUR-BUR-MER-DUGER,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-DUGER/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
480,BUR-BUR-MER-GOKCEBAG1,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-GOKCEBAG1/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
481,BUR-BUR-MER-GOKCEBAG1,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-GOKCEBAG1/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
482,BUR-BUR-MER-GOKCEBAG1,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-GOKCEBAG1/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
483,BUR-BUR-MER-GOKCEBAG1,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-GOKCEBAG1/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
484,BUR-BUR-MER-GOKCEBAG1,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-GOKCEBAG1/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
485,BUR-BUR-MER-GOKCEBAG1,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-GOKCEBAG1/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
486,BUR-BUR-MER-GOKCEBAG1,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-GOKCEBAG1/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
487,BUR-BUR-MER-GOKCEBAG1,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-GOKCEBAG1/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
488,BUR-BUR-MER-GOKCEBAG2,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GOKCEBAG2/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
489,BUR-BUR-MER-GOKCEBAG2,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GOKCEBAG2/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
490,BUR-BUR-MER-GOKCEBAG2,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GOKCEBAG2/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
491,BUR-BUR-MER-GOKCEBAG2,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GOKCEBAG2/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
492,BUR-BUR-MER-GOKCEBAG2,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GOKCEBAG2/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
493,BUR-BUR-MER-GOKCEBAG2,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GOKCEBAG2/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
494,BUR-BUR-MER-GOKCEBAG2,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GOKCEBAG2/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
495,BUR-BUR-MER-GOKCEBAG2,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GOKCEBAG2/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
496,BUR-BUR-MER-GOKCEBAG3,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GOKCEBAG3/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
497,BUR-BUR-MER-GOKCEBAG3,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GOKCEBAG3/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
498,BUR-BUR-MER-GOKCEBAG3,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GOKCEBAG3/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
499,BUR-BUR-MER-GOKCEBAG3,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GOKCEBAG3/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
500,BUR-BUR-MER-GOKCEBAG3,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GOKCEBAG3/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
501,BUR-BUR-MER-GOKCEBAG3,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GOKCEBAG3/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
502,BUR-BUR-MER-GOKCEBAG3,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GOKCEBAG3/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
503,BUR-BUR-MER-GOKCEBAG3,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GOKCEBAG3/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
504,BUR-BUR-MER-GOKCEBAG3A,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GOKCEBAG3A/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
505,BUR-BUR-MER-GOKCEBAG3A,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GOKCEBAG3A/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
506,BUR-BUR-MER-GOKCEBAG3A,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GOKCEBAG3A/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
507,BUR-BUR-MER-GOKCEBAG3A,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GOKCEBAG3A/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
508,BUR-BUR-MER-GOKCEBAG3A,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GOKCEBAG3A/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
509,BUR-BUR-MER-GOKCEBAG3A,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GOKCEBAG3A/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
510,BUR-BUR-MER-GOKCEBAG3A,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GOKCEBAG3A/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
511,BUR-BUR-MER-GOKCEBAG3A,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GOKCEBAG3A/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
512,BUR-BUR-MER-GOKCEBAG3B,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GOKCEBAG3B/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
513,BUR-BUR-MER-GOKCEBAG3B,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GOKCEBAG3B/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
514,BUR-BUR-MER-GOKCEBAG3B,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GOKCEBAG3B/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
515,BUR-BUR-MER-GOKCEBAG3B,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GOKCEBAG3B/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
516,BUR-BUR-MER-GOKCEBAG3B,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GOKCEBAG3B/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
517,BUR-BUR-MER-GOKCEBAG3B,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GOKCEBAG3B/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
518,BUR-BUR-MER-GOKCEBAG3B,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GOKCEBAG3B/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
519,BUR-BUR-MER-GOKCEBAG3B,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GOKCEBAG3B/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
520,BUR-BUR-MER-GOKCEBAG4,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-GOKCEBAG4/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
521,BUR-BUR-MER-GOKCEBAG4,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-GOKCEBAG4/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
522,BUR-BUR-MER-GOKCEBAG4,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-GOKCEBAG4/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
523,BUR-BUR-MER-GOKCEBAG4,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-GOKCEBAG4/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
524,BUR-BUR-MER-GOKCEBAG4,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-GOKCEBAG4/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
525,BUR-BUR-MER-GOKCEBAG4,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-GOKCEBAG4/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
526,BUR-BUR-MER-GOKCEBAG4,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-GOKCEBAG4/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
527,BUR-BUR-MER-GOKCEBAG4,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-GOKCEBAG4/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
528,BUR-BUR-MER-GOKCEBAG4A,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-GOKCEBAG4A/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
529,BUR-BUR-MER-GOKCEBAG4A,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-GOKCEBAG4A/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
530,BUR-BUR-MER-GOKCEBAG4A,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-GOKCEBAG4A/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
531,BUR-BUR-MER-GOKCEBAG4A,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-GOKCEBAG4A/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
532,BUR-BUR-MER-GOKCEBAG4A,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-GOKCEBAG4A/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
533,BUR-BUR-MER-GOKCEBAG4A,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-GOKCEBAG4A/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
534,BUR-BUR-MER-GOKCEBAG4A,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-GOKCEBAG4A/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
535,BUR-BUR-MER-GOKCEBAG4A,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-GOKCEBAG4A/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
536,BUR-BUR-MER-GOKCEBAG5,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GOKCEBAG5/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
537,BUR-BUR-MER-GOKCEBAG5,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GOKCEBAG5/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
538,BUR-BUR-MER-GOKCEBAG5,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GOKCEBAG5/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
539,BUR-BUR-MER-GOKCEBAG5,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GOKCEBAG5/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
540,BUR-BUR-MER-GOKCEBAG5,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GOKCEBAG5/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
541,BUR-BUR-MER-GOKCEBAG5,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GOKCEBAG5/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
542,BUR-BUR-MER-GOKCEBAG5,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GOKCEBAG5/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
543,BUR-BUR-MER-GOKCEBAG5,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GOKCEBAG5/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
544,BUR-BUR-MER-GOKCEBAG6,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-GOKCEBAG6/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
545,BUR-BUR-MER-GOKCEBAG6,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-GOKCEBAG6/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
546,BUR-BUR-MER-GOKCEBAG6,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-GOKCEBAG6/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
547,BUR-BUR-MER-GOKCEBAG6,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-GOKCEBAG6/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
548,BUR-BUR-MER-GOKCEBAG6,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-GOKCEBAG6/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
549,BUR-BUR-MER-GOKCEBAG6,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-GOKCEBAG6/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
550,BUR-BUR-MER-GOKCEBAG6,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-GOKCEBAG6/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
551,BUR-BUR-MER-GOKCEBAG6,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-GOKCEBAG6/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
552,BUR-BUR-MER-GOKCEBAG7,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GOKCEBAG7/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
553,BUR-BUR-MER-GOKCEBAG7,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GOKCEBAG7/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
554,BUR-BUR-MER-GOKCEBAG7,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GOKCEBAG7/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
555,BUR-BUR-MER-GOKCEBAG7,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GOKCEBAG7/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
556,BUR-BUR-MER-GOKCEBAG7,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GOKCEBAG7/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
557,BUR-BUR-MER-GOKCEBAG7,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GOKCEBAG7/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
558,BUR-BUR-MER-GOKCEBAG7,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GOKCEBAG7/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
559,BUR-BUR-MER-GOKCEBAG7,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GOKCEBAG7/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
560,BUR-BUR-MER-GOKCEBAG8,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GOKCEBAG8/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
561,BUR-BUR-MER-GOKCEBAG8,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GOKCEBAG8/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
562,BUR-BUR-MER-GOKCEBAG8,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GOKCEBAG8/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
563,BUR-BUR-MER-GOKCEBAG8,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GOKCEBAG8/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
564,BUR-BUR-MER-GOKCEBAG8,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GOKCEBAG8/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
565,BUR-BUR-MER-GOKCEBAG8,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GOKCEBAG8/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
566,BUR-BUR-MER-GOKCEBAG8,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GOKCEBAG8/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
567,BUR-BUR-MER-GOKCEBAG8,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GOKCEBAG8/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
568,BUR-BUR-MER-GOKCEBAG-T,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-GOKCEBAG-T/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
569,BUR-BUR-MER-GOKCEBAG-T,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-GOKCEBAG-T/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
570,BUR-BUR-MER-GOKCEBAG-T,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-GOKCEBAG-T/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
