River,Reach,Station,Distance_from_Center,X,Y,Z
ATATURK,ATATURK-T,2,13.9,521987.081,4174789.456,955.713
ATATURK,ATATURK-T,2,14.0,521987.141,4174789.537,955.716
ATATURK,ATATURK-T,2,14.1,521987.2,4174789.617,955.719
ATATURK,ATATURK-T,2,14.2,521987.26,4174789.697,955.723
ATATURK,ATATURK-T,2,14.3,521987.32,4174789.777,955.726
ATATURK,ATATURK-T,2,14.4,521987.38,4174789.857,955.729
ATATURK,ATATURK-T,2,14.5,521987.439,4174789.938,955.733
ATATURK,ATATURK-T,2,14.6,521987.499,4174790.018,955.736
ATATURK,ATATURK-T,2,14.7,521987.559,4174790.098,955.74
ATATURK,ATATURK-T,2,14.8,521987.619,4174790.178,955.743
ATATURK,ATATURK-T,2,14.9,521987.678,4174790.258,955.746
ATATURK,ATATURK-T,2,15.0,521987.738,4174790.339,955.75
ATATURK,ATATURK-T,2,15.1,521987.798,4174790.419,955.753
ATATURK,ATATURK-T,2,15.2,521987.857,4174790.499,955.757
ATATURK,ATATURK-T,2,15.3,521987.917,4174790.579,955.76
ATATURK,ATATURK-T,2,15.4,521987.977,4174790.659,955.763
ATATURK,ATATURK-T,2,15.5,521988.037,4174790.74,955.767
ATATURK,ATATURK-T,2,15.6,521988.096,4174790.82,955.77
ATATURK,ATATURK-T,2,15.7,521988.156,4174790.9,955.773
ATATURK,ATATURK-T,2,15.8,521988.216,4174790.98,955.777
ATATURK,ATATURK-T,2,15.9,521988.276,4174791.06,955.78
ATATURK,ATATURK-T,2,16.0,521988.335,4174791.141,955.784
ATATURK,ATATURK-T,2,16.1,521988.395,4174791.221,955.787
ATATURK,ATATURK-T,2,16.2,521988.455,4174791.301,955.79
ATATURK,ATATURK-T,2,16.3,521988.515,4174791.381,955.794
ATATURK,ATATURK-T,2,16.4,521988.574,4174791.461,955.797
ATATURK,ATATURK-T,2,16.5,521988.634,4174791.541,955.801
ATATURK,ATATURK-T,2,16.6,521988.694,4174791.622,955.804
ATATURK,ATATURK-T,2,16.7,521988.754,4174791.702,955.807
ATATURK,ATATURK-T,2,16.8,521988.813,4174791.782,955.811
ATATURK,ATATURK-T,2,16.9,521988.873,4174791.862,955.814
ATATURK,ATATURK-T,2,17.0,521988.933,4174791.942,955.817
ATATURK,ATATURK-T,2,17.1,521988.993,4174792.023,955.821
ATATURK,ATATURK-T,2,17.2,521989.052,4174792.103,955.824
ATATURK,ATATURK-T,2,17.3,521989.112,4174792.183,955.828
ATATURK,ATATURK-T,2,17.4,521989.172,4174792.263,955.831
ATATURK,ATATURK-T,2,17.5,521989.232,4174792.343,955.834
ATATURK,ATATURK-T,2,17.6,521989.291,4174792.424,955.838
ATATURK,ATATURK-T,2,17.7,521989.351,4174792.504,955.841
ATATURK,ATATURK-T,2,17.8,521989.411,4174792.584,955.844
ATATURK,ATATURK-T,2,17.9,521989.47,4174792.664,955.848
ATATURK,ATATURK-T,2,18.0,521989.53,4174792.744,955.851
ATATURK,ATATURK-T,2,18.1,521989.59,4174792.825,955.855
ATATURK,ATATURK-T,2,18.2,521989.65,4174792.905,955.858
ATATURK,ATATURK-T,2,18.3,521989.709,4174792.985,955.861
ATATURK,ATATURK-T,2,18.4,521989.769,4174793.065,955.865
ATATURK,ATATURK-T,2,18.5,521989.829,4174793.145,955.868
ATATURK,ATATURK-T,2,18.6,521989.889,4174793.226,955.872
ATATURK,ATATURK-T,2,18.7,521989.948,4174793.306,955.875
ATATURK,ATATURK-T,2,18.8,521990.008,4174793.386,955.878
ATATURK,ATATURK-T,2,18.9,521990.068,4174793.466,955.882
ATATURK,ATATURK-T,2,19.0,521990.128,4174793.546,955.885
ATATURK,ATATURK-T,2,19.1,521990.187,4174793.627,955.888
ATATURK,ATATURK-T,2,19.2,521990.247,4174793.707,955.892
ATATURK,ATATURK-T,2,19.3,521990.307,4174793.787,955.895
ATATURK,ATATURK-T,2,19.4,521990.367,4174793.867,955.899
ATATURK,ATATURK-T,2,19.5,521990.426,4174793.947,955.902
ATATURK,ATATURK-T,2,19.6,521990.486,4174794.028,955.905
ATATURK,ATATURK-T,2,19.7,521990.546,4174794.108,955.909
ATATURK,ATATURK-T,2,19.8,521990.606,4174794.188,955.912
ATATURK,ATATURK-T,2,19.9,521990.665,4174794.268,955.916
ATATURK,ATATURK-T,2,20.0,521990.725,4174794.348,955.919
ATATURK,ATATURK-T,2,20.1,521990.785,4174794.428,955.922
ATATURK,ATATURK-T,2,20.2,521990.845,4174794.509,955.926
ATATURK,ATATURK-T,2,20.3,521990.904,4174794.589,955.929
ATATURK,ATATURK-T,2,20.4,521990.964,4174794.669,955.878
ATATURK,ATATURK-T,2,20.5,521991.024,4174794.749,955.807
ATATURK,ATATURK-T,2,20.6,521991.084,4174794.829,955.736
ATATURK,ATATURK-T,2,20.7,521991.143,4174794.91,955.665
ATATURK,ATATURK-T,2,20.8,521991.203,4174794.99,955.594
ATATURK,ATATURK-T,2,20.9,521991.263,4174795.07,955.523
ATATURK,ATATURK-T,2,21.0,521991.323,4174795.15,955.452
ATATURK,ATATURK-T,2,21.1,521991.382,4174795.23,955.381
ATATURK,ATATURK-T,2,21.2,521991.442,4174795.31,955.31
ATATURK,ATATURK-T,2,21.3,521991.502,4174795.391,955.239
ATATURK,ATATURK-T,2,21.4,521991.562,4174795.471,955.168
ATATURK,ATATURK-T,2,21.5,521991.622,4174795.551,955.097
ATATURK,ATATURK-T,2,21.6,521991.681,4174795.631,955.026
ATATURK,ATATURK-T,2,21.7,521991.741,4174795.711,954.955
ATATURK,ATATURK-T,2,21.8,521991.801,4174795.791,954.884
ATATURK,ATATURK-T,2,21.9,521991.861,4174795.872,954.813
ATATURK,ATATURK-T,2,22.0,521991.92,4174795.952,954.742
ATATURK,ATATURK-T,2,22.1,521991.98,4174796.032,954.671
ATATURK,ATATURK-T,2,22.2,521992.04,4174796.112,954.6
ATATURK,ATATURK-T,2,22.3,521992.1,4174796.192,954.529
ATATURK,ATATURK-T,2,22.4,521992.16,4174796.272,954.458
ATATURK,ATATURK-T,2,22.5,521992.219,4174796.353,954.387
ATATURK,ATATURK-T,2,22.6,521992.279,4174796.433,954.316
ATATURK,ATATURK-T,2,22.7,521992.339,4174796.513,954.245
ATATURK,ATATURK-T,2,22.8,521992.399,4174796.593,954.173
ATATURK,ATATURK-T,2,22.9,521992.458,4174796.673,954.102
ATATURK,ATATURK-T,2,23.0,521992.518,4174796.753,954.031
ATATURK,ATATURK-T,2,23.1,521992.578,4174796.834,953.96
ATATURK,ATATURK-T,2,23.2,521992.638,4174796.914,953.889
ATATURK,ATATURK-T,2,23.3,521992.698,4174796.994,953.818
ATATURK,ATATURK-T,2,23.4,521992.757,4174797.074,953.747
ATATURK,ATATURK-T,2,23.5,521992.817,4174797.154,953.676
ATATURK,ATATURK-T,2,23.6,521992.877,4174797.234,953.605
ATATURK,ATATURK-T,2,23.7,521992.937,4174797.314,953.534
ATATURK,ATATURK-T,2,23.8,521992.996,4174797.395,953.463
ATATURK,ATATURK-T,2,23.9,521993.056,4174797.475,953.392
ATATURK,ATATURK-T,2,24.0,521993.116,4174797.555,953.321
ATATURK,ATATURK-T,2,24.1,521993.176,4174797.635,953.25
ATATURK,ATATURK-T,2,24.2,521993.236,4174797.715,953.179
ATATURK,ATATURK-T,2,24.3,521993.295,4174797.795,953.108
ATATURK,ATATURK-T,2,24.4,521993.355,4174797.876,953.037
ATATURK,ATATURK-T,2,24.5,521993.415,4174797.956,952.966
ATATURK,ATATURK-T,2,24.6,521993.475,4174798.036,952.895
ATATURK,ATATURK-T,2,24.7,521993.535,4174798.116,952.824
ATATURK,ATATURK-T,2,24.8,521993.594,4174798.196,952.753
ATATURK,ATATURK-T,2,24.9,521993.654,4174798.276,952.682
ATATURK,ATATURK-T,2,25.0,521993.714,4174798.357,952.611
ATATURK,ATATURK-T,2,25.1,521993.774,4174798.437,952.54
ATATURK,ATATURK-T,2,25.2,521993.833,4174798.517,952.469
ATATURK,ATATURK-T,2,25.3,521993.893,4174798.597,952.398
ATATURK,ATATURK-T,2,25.4,521993.953,4174798.677,952.327
ATATURK,ATATURK-T,2,25.5,521994.013,4174798.757,952.256
ATATURK,ATATURK-T,2,25.6,521994.073,4174798.838,952.185
ATATURK,ATATURK-T,2,25.7,521994.132,4174798.918,952.114
ATATURK,ATATURK-T,2,25.8,521994.192,4174798.998,952.043
ATATURK,ATATURK-T,2,25.9,521994.252,4174799.078,951.972
ATATURK,ATATURK-T,2,26.0,521994.312,4174799.158,951.901
ATATURK,ATATURK-T,2,26.1,521994.371,4174799.238,951.83
ATATURK,ATATURK-T,3,-16.7,521944.165,4174783.18,954.479
ATATURK,ATATURK-T,3,-16.6,521944.224,4174783.26,954.464
ATATURK,ATATURK-T,3,-16.5,521944.284,4174783.341,954.45
ATATURK,ATATURK-T,3,-16.4,521944.344,4174783.421,954.435
ATATURK,ATATURK-T,3,-16.3,521944.404,4174783.501,954.421
ATATURK,ATATURK-T,3,-16.2,521944.463,4174783.581,954.406
ATATURK,ATATURK-T,3,-16.1,521944.523,4174783.662,954.391
ATATURK,ATATURK-T,3,-16.0,521944.583,4174783.742,954.377
ATATURK,ATATURK-T,3,-15.9,521944.642,4174783.822,954.362
ATATURK,ATATURK-T,3,-15.8,521944.702,4174783.902,954.348
ATATURK,ATATURK-T,3,-15.7,521944.762,4174783.982,954.333
ATATURK,ATATURK-T,3,-15.6,521944.822,4174784.063,954.318
ATATURK,ATATURK-T,3,-15.5,521944.881,4174784.143,954.304
ATATURK,ATATURK-T,3,-15.4,521944.941,4174784.223,954.289
ATATURK,ATATURK-T,3,-15.3,521945.001,4174784.303,954.274
ATATURK,ATATURK-T,3,-15.2,521945.06,4174784.384,954.26
ATATURK,ATATURK-T,3,-15.1,521945.12,4174784.464,954.245
ATATURK,ATATURK-T,3,-15.0,521945.18,4174784.544,954.231
ATATURK,ATATURK-T,3,-14.9,521945.239,4174784.624,954.216
ATATURK,ATATURK-T,3,-14.8,521945.299,4174784.704,954.201
ATATURK,ATATURK-T,3,-14.7,521945.359,4174784.785,954.187
ATATURK,ATATURK-T,3,-14.6,521945.419,4174784.865,954.172
ATATURK,ATATURK-T,3,-14.5,521945.478,4174784.945,954.158
ATATURK,ATATURK-T,3,-14.4,521945.538,4174785.025,954.143
ATATURK,ATATURK-T,3,-14.3,521945.598,4174785.106,954.128
ATATURK,ATATURK-T,3,-14.2,521945.657,4174785.186,954.114
ATATURK,ATATURK-T,3,-14.1,521945.717,4174785.266,954.099
ATATURK,ATATURK-T,3,-14.0,521945.777,4174785.346,954.084
ATATURK,ATATURK-T,3,-13.9,521945.836,4174785.426,954.07
ATATURK,ATATURK-T,3,-13.8,521945.896,4174785.507,954.055
ATATURK,ATATURK-T,3,-13.7,521945.956,4174785.587,954.041
ATATURK,ATATURK-T,3,-13.6,521946.016,4174785.667,954.026
ATATURK,ATATURK-T,3,-13.5,521946.075,4174785.747,954.006
ATATURK,ATATURK-T,3,-13.4,521946.135,4174785.828,953.984
ATATURK,ATATURK-T,3,-13.3,521946.195,4174785.908,953.961
ATATURK,ATATURK-T,3,-13.2,521946.254,4174785.988,953.938
ATATURK,ATATURK-T,3,-13.1,521946.314,4174786.068,953.915
ATATURK,ATATURK-T,3,-13.0,521946.374,4174786.148,953.892
ATATURK,ATATURK-T,3,-12.9,521946.434,4174786.229,953.869
ATATURK,ATATURK-T,3,-12.8,521946.493,4174786.309,953.846
ATATURK,ATATURK-T,3,-12.7,521946.553,4174786.389,953.823
ATATURK,ATATURK-T,3,-12.6,521946.613,4174786.469,953.8
ATATURK,ATATURK-T,3,-12.5,521946.673,4174786.549,953.777
ATATURK,ATATURK-T,3,-12.4,521946.732,4174786.63,953.754
ATATURK,ATATURK-T,3,-12.3,521946.792,4174786.71,953.731
ATATURK,ATATURK-T,3,-12.2,521946.852,4174786.79,953.708
ATATURK,ATATURK-T,3,-12.1,521946.912,4174786.87,953.685
ATATURK,ATATURK-T,3,-12.0,521946.971,4174786.95,953.662
ATATURK,ATATURK-T,3,-11.9,521947.031,4174787.03,953.639
ATATURK,ATATURK-T,3,-11.8,521947.091,4174787.111,953.616
ATATURK,ATATURK-T,3,-11.7,521947.15,4174787.191,953.593
ATATURK,ATATURK-T,3,-11.6,521947.21,4174787.271,953.571
ATATURK,ATATURK-T,3,-11.5,521947.27,4174787.351,953.548
ATATURK,ATATURK-T,3,-11.4,521947.33,4174787.431,953.525
ATATURK,ATATURK-T,3,-11.3,521947.389,4174787.512,953.502
ATATURK,ATATURK-T,3,-11.2,521947.449,4174787.592,953.479
ATATURK,ATATURK-T,3,-11.1,521947.509,4174787.672,953.456
ATATURK,ATATURK-T,3,-11.0,521947.569,4174787.752,953.433
ATATURK,ATATURK-T,3,-10.9,521947.628,4174787.832,953.41
ATATURK,ATATURK-T,3,-10.8,521947.688,4174787.913,953.387
ATATURK,ATATURK-T,3,-10.7,521947.748,4174787.993,953.364
ATATURK,ATATURK-T,3,-10.6,521947.808,4174788.073,953.341
ATATURK,ATATURK-T,3,-10.5,521947.867,4174788.153,953.318
ATATURK,ATATURK-T,3,-10.4,521947.927,4174788.233,953.295
ATATURK,ATATURK-T,3,-10.3,521947.987,4174788.314,953.272
ATATURK,ATATURK-T,3,-10.2,521948.047,4174788.394,953.249
ATATURK,ATATURK-T,3,-10.1,521948.106,4174788.474,953.226
ATATURK,ATATURK-T,3,-10.0,521948.166,4174788.554,953.203
ATATURK,ATATURK-T,3,-9.9,521948.226,4174788.634,953.181
ATATURK,ATATURK-T,3,-9.8,521948.285,4174788.715,953.158
ATATURK,ATATURK-T,3,-9.7,521948.345,4174788.795,953.135
ATATURK,ATATURK-T,3,-9.6,521948.405,4174788.875,953.112
ATATURK,ATATURK-T,3,-9.5,521948.465,4174788.955,953.089
ATATURK,ATATURK-T,3,-9.4,521948.524,4174789.035,953.066
ATATURK,ATATURK-T,3,-9.3,521948.584,4174789.116,953.043
ATATURK,ATATURK-T,3,-9.2,521948.644,4174789.196,953.02
ATATURK,ATATURK-T,3,-9.1,521948.704,4174789.276,952.997
ATATURK,ATATURK-T,3,-9.0,521948.763,4174789.356,952.974
ATATURK,ATATURK-T,3,-8.9,521948.823,4174789.436,952.951
ATATURK,ATATURK-T,3,-8.8,521948.883,4174789.517,952.928
ATATURK,ATATURK-T,3,-8.7,521948.943,4174789.597,952.902
ATATURK,ATATURK-T,3,-8.6,521949.002,4174789.677,952.865
ATATURK,ATATURK-T,3,-8.5,521949.062,4174789.757,952.828
ATATURK,ATATURK-T,3,-8.4,521949.121,4174789.838,952.79
ATATURK,ATATURK-T,3,-8.3,521949.181,4174789.918,952.753
ATATURK,ATATURK-T,3,-8.2,521949.241,4174789.998,952.716
ATATURK,ATATURK-T,3,-8.1,521949.3,4174790.078,952.679
ATATURK,ATATURK-T,3,-8.0,521949.36,4174790.159,952.641
ATATURK,ATATURK-T,3,-7.9,521949.42,4174790.239,952.604
ATATURK,ATATURK-T,3,-7.8,521949.479,4174790.319,952.567
ATATURK,ATATURK-T,3,-7.7,521949.539,4174790.4,952.529
ATATURK,ATATURK-T,3,-7.6,521949.598,4174790.48,952.492
ATATURK,ATATURK-T,3,-7.5,521949.658,4174790.56,952.455
ATATURK,ATATURK-T,3,-7.4,521949.718,4174790.64,952.418
ATATURK,ATATURK-T,3,-7.3,521949.777,4174790.721,952.38
ATATURK,ATATURK-T,3,-7.2,521949.837,4174790.801,952.343
ATATURK,ATATURK-T,3,-7.1,521949.897,4174790.881,952.306
ATATURK,ATATURK-T,3,-7.0,521949.956,4174790.962,952.269
ATATURK,ATATURK-T,3,-6.9,521950.016,4174791.042,952.231
ATATURK,ATATURK-T,3,-6.8,521950.076,4174791.122,952.194
ATATURK,ATATURK-T,3,-6.7,521950.135,4174791.202,952.157
ATATURK,ATATURK-T,3,-6.6,521950.195,4174791.283,952.12
ATATURK,ATATURK-T,3,-6.5,521950.254,4174791.363,952.082
ATATURK,ATATURK-T,3,-6.4,521950.314,4174791.443,952.045
ATATURK,ATATURK-T,3,-6.3,521950.374,4174791.523,952.008
ATATURK,ATATURK-T,3,-6.2,521950.433,4174791.604,951.97
ATATURK,ATATURK-T,3,-6.1,521950.493,4174791.684,951.933
ATATURK,ATATURK-T,3,-6.0,521950.553,4174791.764,951.896
ATATURK,ATATURK-T,3,-5.9,521950.612,4174791.845,951.859
ATATURK,ATATURK-T,3,-5.8,521950.672,4174791.925,951.821
ATATURK,ATATURK-T,3,-5.7,521950.731,4174792.005,951.784
ATATURK,ATATURK-T,3,-5.6,521950.791,4174792.085,951.747
ATATURK,ATATURK-T,3,-5.5,521950.851,4174792.166,951.71
ATATURK,ATATURK-T,3,-5.4,521950.91,4174792.246,951.672
ATATURK,ATATURK-T,3,-5.3,521950.97,4174792.326,951.635
ATATURK,ATATURK-T,3,-5.2,521951.03,4174792.406,951.591
ATATURK,ATATURK-T,3,-5.1,521951.09,4174792.486,951.535
ATATURK,ATATURK-T,3,-5.0,521951.149,4174792.567,951.478
ATATURK,ATATURK-T,3,-4.9,521951.209,4174792.647,951.421
ATATURK,ATATURK-T,3,-4.8,521951.269,4174792.727,951.365
ATATURK,ATATURK-T,3,-4.7,521951.329,4174792.807,951.308
ATATURK,ATATURK-T,3,-4.6,521951.389,4174792.887,951.252
ATATURK,ATATURK-T,3,-4.5,521951.449,4174792.967,951.195
ATATURK,ATATURK-T,3,-4.4,521951.509,4174793.047,951.138
ATATURK,ATATURK-T,3,-4.3,521951.569,4174793.127,951.082
ATATURK,ATATURK-T,3,-4.2,521951.628,4174793.207,951.025
ATATURK,ATATURK-T,3,-4.1,521951.688,4174793.287,950.968
ATATURK,ATATURK-T,3,-4.0,521951.748,4174793.368,950.912
ATATURK,ATATURK-T,3,-3.9,521951.808,4174793.448,950.908
ATATURK,ATATURK-T,3,-3.8,521951.868,4174793.528,950.907
ATATURK,ATATURK-T,3,-3.7,521951.928,4174793.608,950.905
ATATURK,ATATURK-T,3,-3.6,521951.988,4174793.688,950.904
ATATURK,ATATURK-T,3,-3.5,521952.047,4174793.768,950.902
ATATURK,ATATURK-T,3,-3.4,521952.107,4174793.848,950.901
ATATURK,ATATURK-T,3,-3.3,521952.167,4174793.928,950.899
ATATURK,ATATURK-T,3,-3.2,521952.227,4174794.009,950.898
ATATURK,ATATURK-T,3,-3.1,521952.287,4174794.089,950.896
ATATURK,ATATURK-T,3,-3.0,521952.347,4174794.169,950.894
ATATURK,ATATURK-T,3,-2.9,521952.406,4174794.249,950.893
ATATURK,ATATURK-T,3,-2.8,521952.466,4174794.329,950.891
ATATURK,ATATURK-T,3,-2.7,521952.526,4174794.409,950.89
ATATURK,ATATURK-T,3,-2.6,521952.586,4174794.489,950.888
ATATURK,ATATURK-T,3,-2.5,521952.646,4174794.569,950.887
ATATURK,ATATURK-T,3,-2.4,521952.706,4174794.65,950.885
ATATURK,ATATURK-T,3,-2.3,521952.765,4174794.73,950.884
ATATURK,ATATURK-T,3,-2.2,521952.825,4174794.81,950.882
ATATURK,ATATURK-T,3,-2.1,521952.885,4174794.89,950.88
ATATURK,ATATURK-T,3,-2.0,521952.944,4174794.971,950.88
ATATURK,ATATURK-T,3,-1.9,521953.003,4174795.051,950.88
ATATURK,ATATURK-T,3,-1.8,521953.062,4174795.132,950.88
ATATURK,ATATURK-T,3,-1.7,521953.122,4174795.212,948.53
ATATURK,ATATURK-T,3,-1.6,521953.182,4174795.292,948.53
ATATURK,ATATURK-T,3,-1.5,521953.242,4174795.372,948.53
ATATURK,ATATURK-T,3,-1.4,521953.302,4174795.452,948.53
ATATURK,ATATURK-T,3,-1.3,521953.362,4174795.532,948.53
ATATURK,ATATURK-T,3,-1.2,521953.422,4174795.612,948.53
ATATURK,ATATURK-T,3,-1.1,521953.483,4174795.692,948.53
ATATURK,ATATURK-T,3,-1.0,521953.543,4174795.772,948.53
ATATURK,ATATURK-T,3,-0.9,521953.603,4174795.852,948.53
ATATURK,ATATURK-T,3,-0.8,521953.663,4174795.931,948.53
ATATURK,ATATURK-T,3,-0.7,521953.723,4174796.011,948.53
ATATURK,ATATURK-T,3,-0.6,521953.783,4174796.091,948.53
ATATURK,ATATURK-T,3,-0.5,521953.843,4174796.171,948.53
ATATURK,ATATURK-T,3,-0.4,521953.903,4174796.251,948.53
ATATURK,ATATURK-T,3,-0.3,521953.963,4174796.332,948.53
ATATURK,ATATURK-T,3,-0.2,521954.022,4174796.412,948.53
ATATURK,ATATURK-T,3,-0.1,521954.082,4174796.492,948.53
ATATURK,ATATURK-T,3,0.0,521954.141,4174796.573,948.53
ATATURK,ATATURK-T,3,0.1,521954.2,4174796.653,948.53
ATATURK,ATATURK-T,3,0.2,521954.26,4174796.734,948.53
ATATURK,ATATURK-T,3,0.3,521954.319,4174796.814,948.53
ATATURK,ATATURK-T,3,0.4,521954.379,4174796.895,948.53
ATATURK,ATATURK-T,3,0.5,521954.438,4174796.975,948.53
ATATURK,ATATURK-T,3,0.6,521954.497,4174797.056,948.53
ATATURK,ATATURK-T,3,0.7,521954.557,4174797.136,948.53
ATATURK,ATATURK-T,3,0.8,521954.616,4174797.216,948.53
ATATURK,ATATURK-T,3,0.9,521954.676,4174797.297,948.53
ATATURK,ATATURK-T,3,1.0,521954.735,4174797.377,948.53
ATATURK,ATATURK-T,3,1.1,521954.794,4174797.458,948.53
ATATURK,ATATURK-T,3,1.2,521954.854,4174797.538,948.53
ATATURK,ATATURK-T,3,1.3,521954.913,4174797.619,948.53
ATATURK,ATATURK-T,3,1.4,521954.973,4174797.699,948.53
ATATURK,ATATURK-T,3,1.5,521955.032,4174797.78,948.53
ATATURK,ATATURK-T,3,1.6,521955.091,4174797.86,948.53
ATATURK,ATATURK-T,3,1.7,521955.151,4174797.94,948.53
ATATURK,ATATURK-T,3,1.8,521955.211,4174798.021,951.26
ATATURK,ATATURK-T,3,1.9,521955.271,4174798.101,951.26
ATATURK,ATATURK-T,3,2.0,521955.331,4174798.181,951.26
ATATURK,ATATURK-T,3,2.1,521955.391,4174798.261,951.259
ATATURK,ATATURK-T,3,2.2,521955.45,4174798.341,951.177
ATATURK,ATATURK-T,3,2.3,521955.51,4174798.421,951.096
ATATURK,ATATURK-T,3,2.4,521955.569,4174798.501,951.014
ATATURK,ATATURK-T,3,2.5,521955.629,4174798.582,950.932
ATATURK,ATATURK-T,3,2.6,521955.689,4174798.662,950.85
ATATURK,ATATURK-T,3,2.7,521955.748,4174798.742,950.768
ATATURK,ATATURK-T,3,2.8,521955.808,4174798.822,950.686
ATATURK,ATATURK-T,3,2.9,521955.868,4174798.903,950.605
ATATURK,ATATURK-T,3,3.0,521955.927,4174798.983,950.523
ATATURK,ATATURK-T,3,3.1,521955.987,4174799.063,950.441
ATATURK,ATATURK-T,3,3.2,521956.047,4174799.143,950.359
ATATURK,ATATURK-T,3,3.3,521956.106,4174799.224,950.277
ATATURK,ATATURK-T,3,3.4,521956.166,4174799.304,950.195
ATATURK,ATATURK-T,3,3.5,521956.226,4174799.384,950.114
ATATURK,ATATURK-T,3,3.6,521956.285,4174799.464,950.032
ATATURK,ATATURK-T,3,3.7,521956.345,4174799.545,949.95
ATATURK,ATATURK-T,3,3.8,521956.405,4174799.625,949.868
ATATURK,ATATURK-T,3,3.9,521956.464,4174799.705,949.786
ATATURK,ATATURK-T,3,4.0,521956.524,4174799.785,949.71
ATATURK,ATATURK-T,3,4.1,521956.584,4174799.866,949.706
ATATURK,ATATURK-T,3,4.2,521956.643,4174799.946,949.702
ATATURK,ATATURK-T,3,4.3,521956.703,4174800.026,949.699
ATATURK,ATATURK-T,3,4.4,521956.763,4174800.106,949.695
ATATURK,ATATURK-T,3,4.5,521956.823,4174800.187,949.692
ATATURK,ATATURK-T,3,4.6,521956.882,4174800.267,949.688
ATATURK,ATATURK-T,3,4.7,521956.942,4174800.347,949.684
ATATURK,ATATURK-T,3,4.8,521957.002,4174800.427,949.681
ATATURK,ATATURK-T,3,4.9,521957.061,4174800.508,949.677
ATATURK,ATATURK-T,3,5.0,521957.121,4174800.588,949.673
ATATURK,ATATURK-T,3,5.1,521957.181,4174800.668,949.67
ATATURK,ATATURK-T,3,5.2,521957.24,4174800.748,949.666
ATATURK,ATATURK-T,3,5.3,521957.3,4174800.829,949.663
ATATURK,ATATURK-T,3,5.4,521957.36,4174800.909,949.659
ATATURK,ATATURK-T,3,5.5,521957.419,4174800.989,949.655
ATATURK,ATATURK-T,3,5.6,521957.479,4174801.069,949.652
ATATURK,ATATURK-T,3,5.7,521957.539,4174801.149,949.648
ATATURK,ATATURK-T,3,5.8,521957.598,4174801.23,949.644
ATATURK,ATATURK-T,3,5.9,521957.658,4174801.31,949.641
ATATURK,ATATURK-T,3,6.0,521957.718,4174801.39,949.637
ATATURK,ATATURK-T,3,6.1,521957.777,4174801.47,949.634
ATATURK,ATATURK-T,3,6.2,521957.837,4174801.551,949.63
ATATURK,ATATURK-T,3,6.3,521957.897,4174801.631,949.626
ATATURK,ATATURK-T,3,6.4,521957.957,4174801.711,949.623
ATATURK,ATATURK-T,3,6.5,521958.016,4174801.791,949.619
ATATURK,ATATURK-T,3,6.6,521958.076,4174801.872,949.615
ATATURK,ATATURK-T,3,6.7,521958.136,4174801.952,949.612
ATATURK,ATATURK-T,3,6.8,521958.195,4174802.032,949.608
ATATURK,ATATURK-T,3,6.9,521958.255,4174802.112,949.605
ATATURK,ATATURK-T,3,7.0,521958.315,4174802.193,949.601
ATATURK,ATATURK-T,3,7.1,521958.374,4174802.273,949.597
ATATURK,ATATURK-T,3,7.2,521958.434,4174802.353,949.594
ATATURK,ATATURK-T,3,7.3,521958.494,4174802.433,949.59
ATATURK,ATATURK-T,3,7.4,521958.553,4174802.513,949.586
ATATURK,ATATURK-T,3,7.5,521958.613,4174802.594,949.583
ATATURK,ATATURK-T,3,7.6,521958.673,4174802.674,949.579
ATATURK,ATATURK-T,3,7.7,521958.732,4174802.754,949.576
ATATURK,ATATURK-T,3,7.8,521958.792,4174802.834,949.572
ATATURK,ATATURK-T,3,7.9,521958.852,4174802.915,949.568
ATATURK,ATATURK-T,3,8.0,521958.911,4174802.995,949.565
ATATURK,ATATURK-T,3,8.1,521958.971,4174803.075,949.561
ATATURK,ATATURK-T,3,8.2,521959.031,4174803.155,949.557
ATATURK,ATATURK-T,3,8.3,521959.091,4174803.236,949.554
ATATURK,ATATURK-T,3,8.4,521959.15,4174803.316,949.55
ATATURK,ATATURK-T,3,8.5,521959.21,4174803.396,949.547
ATATURK,ATATURK-T,3,8.6,521959.27,4174803.476,949.543
ATATURK,ATATURK-T,3,8.7,521959.329,4174803.557,949.539
ATATURK,ATATURK-T,3,8.8,521959.389,4174803.637,949.536
ATATURK,ATATURK-T,3,8.9,521959.449,4174803.717,949.532
ATATURK,ATATURK-T,3,9.0,521959.508,4174803.797,949.528
ATATURK,ATATURK-T,3,9.1,521959.568,4174803.877,949.525
ATATURK,ATATURK-T,3,9.2,521959.628,4174803.958,949.521
ATATURK,ATATURK-T,3,9.3,521959.687,4174804.038,949.518
ATATURK,ATATURK-T,3,9.4,521959.747,4174804.118,949.514
ATATURK,ATATURK-T,3,9.5,521959.807,4174804.198,949.51
ATATURK,ATATURK-T,3,9.6,521959.866,4174804.279,949.507
ATATURK,ATATURK-T,3,9.7,521959.926,4174804.359,949.503
ATATURK,ATATURK-T,3,9.8,521959.986,4174804.439,949.499
ATATURK,ATATURK-T,3,9.9,521960.046,4174804.519,949.496
ATATURK,ATATURK-T,3,10.0,521960.105,4174804.6,949.492
ATATURK,ATATURK-T,3,10.1,521960.165,4174804.68,949.489
ATATURK,ATATURK-T,3,10.2,521960.225,4174804.76,949.485
ATATURK,ATATURK-T,3,10.3,521960.284,4174804.84,949.481
