River,Reach,Station,Distance_from_Center,X,Y,Z
ATATURK,ATATURK-T,5,-4.5,521897.132,4174898.322,948.75
ATATURK,ATATURK-T,5,-4.4,521897.231,4174898.336,948.728
ATATURK,ATATURK-T,5,-4.3,521897.33,4174898.351,948.707
ATATURK,ATATURK-T,5,-4.2,521897.429,4174898.365,948.685
ATATURK,ATATURK-T,5,-4.1,521897.528,4174898.38,948.664
ATATURK,ATATURK-T,5,-4.0,521897.627,4174898.394,948.643
ATATURK,ATATURK-T,5,-3.9,521897.726,4174898.408,948.621
ATATURK,ATATURK-T,5,-3.8,521897.825,4174898.423,948.6
ATATURK,ATATURK-T,5,-3.7,521897.924,4174898.437,948.579
ATATURK,ATATURK-T,5,-3.6,521898.023,4174898.452,948.554
ATATURK,ATATURK-T,5,-3.5,521898.122,4174898.467,948.505
ATATURK,ATATURK-T,5,-3.4,521898.221,4174898.482,948.455
ATATURK,ATATURK-T,5,-3.3,521898.319,4174898.496,948.406
ATATURK,ATATURK-T,5,-3.2,521898.418,4174898.511,948.357
ATATURK,ATATURK-T,5,-3.1,521898.517,4174898.526,948.308
ATATURK,ATATURK-T,5,-3.0,521898.616,4174898.541,948.259
ATATURK,ATATURK-T,5,-2.9,521898.715,4174898.556,948.21
ATATURK,ATATURK-T,5,-2.8,521898.814,4174898.57,948.161
ATATURK,ATATURK-T,5,-2.7,521898.913,4174898.585,948.112
ATATURK,ATATURK-T,5,-2.6,521899.012,4174898.6,948.063
ATATURK,ATATURK-T,5,-2.5,521899.111,4174898.615,948.013
ATATURK,ATATURK-T,5,-2.4,521899.209,4174898.63,947.964
ATATURK,ATATURK-T,5,-2.3,521899.308,4174898.644,947.915
ATATURK,ATATURK-T,5,-2.2,521899.407,4174898.659,947.866
ATATURK,ATATURK-T,5,-2.1,521899.506,4174898.674,947.83
ATATURK,ATATURK-T,5,-2.0,521899.605,4174898.688,947.83
ATATURK,ATATURK-T,5,-1.9,521899.704,4174898.702,947.83
ATATURK,ATATURK-T,5,-1.8,521899.803,4174898.716,947.83
ATATURK,ATATURK-T,5,-1.7,521899.902,4174898.73,947.83
ATATURK,ATATURK-T,5,-1.6,521900.001,4174898.745,944.77
ATATURK,ATATURK-T,5,-1.5,521900.1,4174898.76,944.77
ATATURK,ATATURK-T,5,-1.4,521900.199,4174898.775,944.77
ATATURK,ATATURK-T,5,-1.3,521900.298,4174898.791,944.77
ATATURK,ATATURK-T,5,-1.2,521900.396,4174898.806,944.77
ATATURK,ATATURK-T,5,-1.1,521900.495,4174898.821,944.77
ATATURK,ATATURK-T,5,-1.0,521900.594,4174898.837,944.77
ATATURK,ATATURK-T,5,-0.9,521900.693,4174898.852,944.77
ATATURK,ATATURK-T,5,-0.8,521900.792,4174898.867,944.77
ATATURK,ATATURK-T,5,-0.7,521900.891,4174898.882,944.77
ATATURK,ATATURK-T,5,-0.6,521900.99,4174898.896,944.77
ATATURK,ATATURK-T,5,-0.5,521901.089,4174898.911,944.77
ATATURK,ATATURK-T,5,-0.4,521901.187,4174898.926,944.77
ATATURK,ATATURK-T,5,-0.3,521901.286,4174898.94,944.77
ATATURK,ATATURK-T,5,-0.2,521901.385,4174898.955,944.77
ATATURK,ATATURK-T,5,-0.1,521901.484,4174898.969,944.77
ATATURK,ATATURK-T,5,0.0,521901.583,4174898.984,944.77
ATATURK,ATATURK-T,5,0.1,521901.682,4174898.998,944.77
ATATURK,ATATURK-T,5,0.2,521901.781,4174899.013,944.77
ATATURK,ATATURK-T,5,0.3,521901.88,4174899.027,944.77
ATATURK,ATATURK-T,5,0.4,521901.979,4174899.042,944.77
ATATURK,ATATURK-T,5,0.5,521902.078,4174899.056,944.77
ATATURK,ATATURK-T,5,0.6,521902.177,4174899.071,944.77
ATATURK,ATATURK-T,5,0.7,521902.276,4174899.086,944.77
ATATURK,ATATURK-T,5,0.8,521902.375,4174899.1,944.77
ATATURK,ATATURK-T,5,0.9,521902.474,4174899.115,944.77
ATATURK,ATATURK-T,5,1.0,521902.573,4174899.129,944.77
ATATURK,ATATURK-T,5,1.1,521902.671,4174899.144,944.77
ATATURK,ATATURK-T,5,1.2,521902.77,4174899.158,944.77
ATATURK,ATATURK-T,5,1.3,521902.869,4174899.173,944.77
ATATURK,ATATURK-T,5,1.4,521902.968,4174899.187,944.77
ATATURK,ATATURK-T,5,1.5,521903.067,4174899.202,944.77
ATATURK,ATATURK-T,5,1.6,521903.166,4174899.216,944.77
ATATURK,ATATURK-T,5,1.7,521903.265,4174899.231,948.0
ATATURK,ATATURK-T,5,1.8,521903.364,4174899.245,948.0
ATATURK,ATATURK-T,5,1.9,521903.463,4174899.259,948.0
ATATURK,ATATURK-T,5,2.0,521903.562,4174899.273,948.0
ATATURK,ATATURK-T,5,2.1,521903.661,4174899.287,947.976
ATATURK,ATATURK-T,5,2.2,521903.76,4174899.302,947.929
ATATURK,ATATURK-T,5,2.3,521903.859,4174899.316,947.882
ATATURK,ATATURK-T,5,2.4,521903.958,4174899.331,947.835
ATATURK,ATATURK-T,5,2.5,521904.057,4174899.345,947.788
ATATURK,ATATURK-T,5,2.6,521904.156,4174899.359,947.741
ATATURK,ATATURK-T,5,2.7,521904.255,4174899.374,947.694
ATATURK,ATATURK-T,5,2.8,521904.354,4174899.388,947.647
ATATURK,ATATURK-T,5,2.9,521904.453,4174899.402,947.6
ATATURK,ATATURK-T,5,3.0,521904.552,4174899.417,947.553
ATATURK,ATATURK-T,5,3.1,521904.651,4174899.431,947.506
ATATURK,ATATURK-T,5,3.2,521904.75,4174899.446,947.459
ATATURK,ATATURK-T,5,3.3,521904.849,4174899.46,947.412
ATATURK,ATATURK-T,5,3.4,521904.948,4174899.474,947.365
ATATURK,ATATURK-T,5,3.5,521905.047,4174899.489,947.319
ATATURK,ATATURK-T,5,3.6,521905.146,4174899.503,947.272
ATATURK,ATATURK-T,5,3.7,521905.244,4174899.517,947.225
ATATURK,ATATURK-T,5,3.8,521905.343,4174899.532,947.178
ATATURK,ATATURK-T,5,3.9,521905.442,4174899.546,947.131
ATATURK,ATATURK-T,5,4.0,521905.541,4174899.561,947.084
ATATURK,ATATURK-T,5,4.1,521905.64,4174899.575,947.037
ATATURK,ATATURK-T,5,4.2,521905.739,4174899.589,946.99
ATATURK,ATATURK-T,5,4.3,521905.838,4174899.604,946.943
ATATURK,ATATURK-T,5,4.4,521905.937,4174899.618,946.896
ATATURK,ATATURK-T,5,4.5,521906.036,4174899.633,946.89
ATATURK,ATATURK-T,5,4.6,521906.135,4174899.647,946.89
ATATURK,ATATURK-T,5,4.7,521906.234,4174899.662,946.89
ATATURK,ATATURK-T,5,4.8,521906.333,4174899.676,946.89
ATATURK,ATATURK-T,5,4.9,521906.432,4174899.691,946.89
ATATURK,ATATURK-T,5,5.0,521906.531,4174899.706,946.89
ATATURK,ATATURK-T,5,5.1,521906.63,4174899.72,946.89
ATATURK,ATATURK-T,5,5.2,521906.729,4174899.735,946.89
ATATURK,ATATURK-T,5,5.3,521906.828,4174899.749,946.89
ATATURK,ATATURK-T,5,5.4,521906.927,4174899.764,946.89
ATATURK,ATATURK-T,5,5.5,521907.025,4174899.778,946.89
ATATURK,ATATURK-T,5,5.6,521907.124,4174899.793,946.89
ATATURK,ATATURK-T,5,5.7,521907.223,4174899.808,946.89
ATATURK,ATATURK-T,5,5.8,521907.322,4174899.822,946.89
ATATURK,ATATURK-T,5,5.9,521907.421,4174899.837,946.89
ATATURK,ATATURK-T,5,6.0,521907.52,4174899.851,946.89
ATATURK,ATATURK-T,5,6.1,521907.619,4174899.866,946.89
ATATURK,ATATURK-T,5,6.2,521907.718,4174899.88,946.89
ATATURK,ATATURK-T,5,6.3,521907.817,4174899.895,946.89
ATATURK,ATATURK-T,5,6.4,521907.916,4174899.91,946.89
ATATURK,ATATURK-T,5,6.5,521908.015,4174899.924,946.89
ATATURK,ATATURK-T,5,6.6,521908.114,4174899.939,946.89
ATATURK,ATATURK-T,5,6.7,521908.213,4174899.953,946.89
ATATURK,ATATURK-T,5,6.8,521908.312,4174899.968,946.89
ATATURK,ATATURK-T,5,6.9,521908.411,4174899.982,946.89
ATATURK,ATATURK-T,5,7.0,521908.509,4174899.997,946.89
ATATURK,ATATURK-T,5,7.1,521908.608,4174900.012,946.89
ATATURK,ATATURK-T,5,7.2,521908.707,4174900.026,946.89
ATATURK,ATATURK-T,5,7.3,521908.806,4174900.041,946.89
ATATURK,ATATURK-T,5,7.4,521908.905,4174900.055,946.89
ATATURK,ATATURK-T,5,7.5,521909.004,4174900.07,946.89
ATATURK,ATATURK-T,5,7.6,521909.103,4174900.084,946.89
ATATURK,ATATURK-T,5,7.7,521909.202,4174900.099,946.89
ATATURK,ATATURK-T,5,7.8,521909.301,4174900.114,946.89
ATATURK,ATATURK-T,5,7.9,521909.4,4174900.128,946.89
ATATURK,ATATURK-T,5,8.0,521909.499,4174900.143,946.89
ATATURK,ATATURK-T,5,8.1,521909.598,4174900.157,946.89
ATATURK,ATATURK-T,5,8.2,521909.697,4174900.172,946.89
ATATURK,ATATURK-T,5,8.3,521909.796,4174900.186,946.89
ATATURK,ATATURK-T,5,8.4,521909.895,4174900.201,946.89
ATATURK,ATATURK-T,5,8.5,521909.993,4174900.216,946.89
ATATURK,ATATURK-T,5,8.6,521910.092,4174900.23,946.89
ATATURK,ATATURK-T,5,8.7,521910.191,4174900.245,946.89
ATATURK,ATATURK-T,5,8.8,521910.29,4174900.259,946.89
ATATURK,ATATURK-T,5,8.9,521910.389,4174900.274,946.89
ATATURK,ATATURK-T,5,9.0,521910.488,4174900.288,946.89
ATATURK,ATATURK-T,5,9.1,521910.587,4174900.303,946.89
ATATURK,ATATURK-T,5,9.2,521910.686,4174900.318,946.89
ATATURK,ATATURK-T,5,9.3,521910.785,4174900.332,946.89
ATATURK,ATATURK-T,5,9.4,521910.884,4174900.347,946.89
ATATURK,ATATURK-T,5,9.5,521910.983,4174900.361,946.89
ATATURK,ATATURK-T,5,9.6,521911.082,4174900.376,946.89
ATATURK,ATATURK-T,5,9.7,521911.181,4174900.39,946.888
ATATURK,ATATURK-T,5,9.8,521911.28,4174900.405,946.886
ATATURK,ATATURK-T,5,9.9,521911.378,4174900.42,946.883
ATATURK,ATATURK-T,5,10.0,521911.477,4174900.435,946.881
ATATURK,ATATURK-T,5,10.1,521911.576,4174900.449,946.879
ATATURK,ATATURK-T,5,10.2,521911.675,4174900.464,946.876
ATATURK,ATATURK-T,5,10.3,521911.774,4174900.479,946.874
ATATURK,ATATURK-T,5,10.4,521911.873,4174900.493,946.871
ATATURK,ATATURK-T,5,10.5,521911.972,4174900.508,946.869
ATATURK,ATATURK-T,5,10.6,521912.071,4174900.523,946.867
ATATURK,ATATURK-T,5,10.7,521912.17,4174900.537,946.864
ATATURK,ATATURK-T,5,10.8,521912.269,4174900.552,946.862
ATATURK,ATATURK-T,5,10.9,521912.368,4174900.567,946.859
ATATURK,ATATURK-T,5,11.0,521912.467,4174900.581,946.857
ATATURK,ATATURK-T,5,11.1,521912.565,4174900.596,946.855
ATATURK,ATATURK-T,5,11.2,521912.664,4174900.611,946.852
ATATURK,ATATURK-T,5,11.3,521912.763,4174900.625,946.85
ATATURK,ATATURK-T,5,11.4,521912.862,4174900.64,946.847
ATATURK,ATATURK-T,5,11.5,521912.961,4174900.655,946.845
ATATURK,ATATURK-T,5,11.6,521913.06,4174900.669,946.842
ATATURK,ATATURK-T,5,11.7,521913.159,4174900.684,946.84
ATATURK,ATATURK-T,5,11.8,521913.258,4174900.699,946.838
ATATURK,ATATURK-T,5,11.9,521913.357,4174900.713,946.835
ATATURK,ATATURK-T,5,12.0,521913.456,4174900.728,946.833
ATATURK,ATATURK-T,5,12.1,521913.555,4174900.743,946.83
ATATURK,ATATURK-T,5,12.2,521913.654,4174900.757,946.828
ATATURK,ATATURK-T,5,12.3,521913.752,4174900.772,946.826
ATATURK,ATATURK-T,5,12.4,521913.851,4174900.787,946.823
ATATURK,ATATURK-T,5,12.5,521913.95,4174900.801,946.821
ATATURK,ATATURK-T,5,12.6,521914.049,4174900.816,946.818
ATATURK,ATATURK-T,5,12.7,521914.148,4174900.831,946.816
ATATURK,ATATURK-T,5,12.8,521914.247,4174900.845,946.813
ATATURK,ATATURK-T,5,12.9,521914.346,4174900.86,946.811
ATATURK,ATATURK-T,5,13.0,521914.445,4174900.875,946.809
ATATURK,ATATURK-T,5,13.1,521914.544,4174900.889,946.806
ATATURK,ATATURK-T,5,13.2,521914.643,4174900.904,946.804
ATATURK,ATATURK-T,5,13.3,521914.742,4174900.919,946.801
ATATURK,ATATURK-T,5,13.4,521914.841,4174900.934,946.799
ATATURK,ATATURK-T,5,13.5,521914.939,4174900.948,946.797
ATATURK,ATATURK-T,5,13.6,521915.038,4174900.963,946.794
ATATURK,ATATURK-T,5,13.7,521915.137,4174900.978,946.792
ATATURK,ATATURK-T,5,13.8,521915.236,4174900.992,946.789
ATATURK,ATATURK-T,5,13.9,521915.335,4174901.007,946.787
ATATURK,ATATURK-T,5,14.0,521915.434,4174901.022,946.785
ATATURK,ATATURK-T,5,14.1,521915.533,4174901.036,946.782
ATATURK,ATATURK-T,5,14.2,521915.632,4174901.051,946.78
ATATURK,ATATURK-T,5,14.3,521915.731,4174901.066,946.777
ATATURK,ATATURK-T,5,14.4,521915.83,4174901.08,946.775
ATATURK,ATATURK-T,5,14.5,521915.929,4174901.095,946.772
ATATURK,ATATURK-T,5,14.6,521916.028,4174901.11,946.77
ATATURK,ATATURK-T,6,-14.6,521888.21,4174955.756,950.557
ATATURK,ATATURK-T,6,-14.5,521888.31,4174955.748,950.551
ATATURK,ATATURK-T,6,-14.4,521888.41,4174955.741,950.544
ATATURK,ATATURK-T,6,-14.3,521888.509,4174955.733,950.538
ATATURK,ATATURK-T,6,-14.2,521888.609,4174955.725,950.532
ATATURK,ATATURK-T,6,-14.1,521888.709,4174955.718,950.525
ATATURK,ATATURK-T,6,-14.0,521888.809,4174955.71,950.519
ATATURK,ATATURK-T,6,-13.9,521888.908,4174955.702,950.513
ATATURK,ATATURK-T,6,-13.8,521889.008,4174955.695,950.507
ATATURK,ATATURK-T,6,-13.7,521889.108,4174955.687,950.5
ATATURK,ATATURK-T,6,-13.6,521889.207,4174955.679,950.494
ATATURK,ATATURK-T,6,-13.5,521889.307,4174955.672,950.488
ATATURK,ATATURK-T,6,-13.4,521889.407,4174955.664,950.482
ATATURK,ATATURK-T,6,-13.3,521889.506,4174955.656,950.475
ATATURK,ATATURK-T,6,-13.2,521889.606,4174955.649,950.469
ATATURK,ATATURK-T,6,-13.1,521889.706,4174955.641,950.463
ATATURK,ATATURK-T,6,-13.0,521889.806,4174955.633,950.456
ATATURK,ATATURK-T,6,-12.9,521889.905,4174955.626,950.45
ATATURK,ATATURK-T,6,-12.8,521890.005,4174955.618,950.444
ATATURK,ATATURK-T,6,-12.7,521890.105,4174955.61,950.438
ATATURK,ATATURK-T,6,-12.6,521890.204,4174955.603,950.431
ATATURK,ATATURK-T,6,-12.5,521890.304,4174955.595,950.425
ATATURK,ATATURK-T,6,-12.4,521890.404,4174955.587,950.419
ATATURK,ATATURK-T,6,-12.3,521890.504,4174955.58,950.413
ATATURK,ATATURK-T,6,-12.2,521890.603,4174955.572,950.406
ATATURK,ATATURK-T,6,-12.1,521890.703,4174955.564,950.4
ATATURK,ATATURK-T,6,-12.0,521890.803,4174955.557,950.394
ATATURK,ATATURK-T,6,-11.9,521890.902,4174955.549,950.387
ATATURK,ATATURK-T,6,-11.8,521891.002,4174955.541,950.381
ATATURK,ATATURK-T,6,-11.7,521891.102,4174955.534,950.342
ATATURK,ATATURK-T,6,-11.6,521891.202,4174955.527,950.296
ATATURK,ATATURK-T,6,-11.5,521891.301,4174955.52,950.25
ATATURK,ATATURK-T,6,-11.4,521891.401,4174955.512,950.204
ATATURK,ATATURK-T,6,-11.3,521891.501,4174955.505,950.158
ATATURK,ATATURK-T,6,-11.2,521891.6,4174955.498,950.112
ATATURK,ATATURK-T,6,-11.1,521891.7,4174955.491,950.066
ATATURK,ATATURK-T,6,-11.0,521891.8,4174955.483,950.019
ATATURK,ATATURK-T,6,-10.9,521891.9,4174955.476,949.973
ATATURK,ATATURK-T,6,-10.8,521891.999,4174955.469,949.927
ATATURK,ATATURK-T,6,-10.7,521892.099,4174955.462,949.881
ATATURK,ATATURK-T,6,-10.6,521892.199,4174955.454,949.835
ATATURK,ATATURK-T,6,-10.5,521892.299,4174955.447,949.789
ATATURK,ATATURK-T,6,-10.4,521892.398,4174955.44,949.743
ATATURK,ATATURK-T,6,-10.3,521892.498,4174955.433,949.697
ATATURK,ATATURK-T,6,-10.2,521892.598,4174955.425,949.651
ATATURK,ATATURK-T,6,-10.1,521892.698,4174955.418,949.605
ATATURK,ATATURK-T,6,-10.0,521892.797,4174955.411,949.559
ATATURK,ATATURK-T,6,-9.9,521892.897,4174955.404,949.512
ATATURK,ATATURK-T,6,-9.8,521892.997,4174955.396,949.466
ATATURK,ATATURK-T,6,-9.7,521893.097,4174955.389,949.42
ATATURK,ATATURK-T,6,-9.6,521893.196,4174955.382,949.374
ATATURK,ATATURK-T,6,-9.5,521893.296,4174955.375,949.328
ATATURK,ATATURK-T,6,-9.4,521893.396,4174955.367,949.282
ATATURK,ATATURK-T,6,-9.3,521893.495,4174955.36,949.236
ATATURK,ATATURK-T,6,-9.2,521893.595,4174955.353,949.19
ATATURK,ATATURK-T,6,-9.1,521893.695,4174955.346,949.144
ATATURK,ATATURK-T,6,-9.0,521893.795,4174955.338,949.098
ATATURK,ATATURK-T,6,-8.9,521893.894,4174955.331,949.051
ATATURK,ATATURK-T,6,-8.8,521893.994,4174955.324,949.005
ATATURK,ATATURK-T,6,-8.7,521894.094,4174955.317,948.959
ATATURK,ATATURK-T,6,-8.6,521894.194,4174955.309,948.913
ATATURK,ATATURK-T,6,-8.5,521894.293,4174955.302,948.867
ATATURK,ATATURK-T,6,-8.4,521894.393,4174955.295,948.821
ATATURK,ATATURK-T,6,-8.3,521894.493,4174955.288,948.776
ATATURK,ATATURK-T,6,-8.2,521894.593,4174955.28,948.735
ATATURK,ATATURK-T,6,-8.1,521894.692,4174955.273,948.694
ATATURK,ATATURK-T,6,-8.0,521894.792,4174955.265,948.652
ATATURK,ATATURK-T,6,-7.9,521894.892,4174955.258,948.611
ATATURK,ATATURK-T,6,-7.8,521894.991,4174955.25,948.57
ATATURK,ATATURK-T,6,-7.7,521895.091,4174955.243,948.529
ATATURK,ATATURK-T,6,-7.6,521895.191,4174955.235,948.487
ATATURK,ATATURK-T,6,-7.5,521895.291,4174955.228,948.446
ATATURK,ATATURK-T,6,-7.4,521895.39,4174955.221,948.405
ATATURK,ATATURK-T,6,-7.3,521895.49,4174955.213,948.363
ATATURK,ATATURK-T,6,-7.2,521895.59,4174955.206,948.322
ATATURK,ATATURK-T,6,-7.1,521895.69,4174955.198,948.281
ATATURK,ATATURK-T,6,-7.0,521895.789,4174955.191,948.239
ATATURK,ATATURK-T,6,-6.9,521895.889,4174955.183,948.198
ATATURK,ATATURK-T,6,-6.8,521895.989,4174955.176,948.157
ATATURK,ATATURK-T,6,-6.7,521896.088,4174955.168,948.116
ATATURK,ATATURK-T,6,-6.6,521896.188,4174955.161,948.074
ATATURK,ATATURK-T,6,-6.5,521896.288,4174955.154,948.033
ATATURK,ATATURK-T,6,-6.4,521896.388,4174955.146,947.992
ATATURK,ATATURK-T,6,-6.3,521896.487,4174955.139,947.95
ATATURK,ATATURK-T,6,-6.2,521896.587,4174955.131,947.909
ATATURK,ATATURK-T,6,-6.1,521896.687,4174955.124,947.868
ATATURK,ATATURK-T,6,-6.0,521896.786,4174955.116,947.826
ATATURK,ATATURK-T,6,-5.9,521896.886,4174955.109,947.785
ATATURK,ATATURK-T,6,-5.8,521896.986,4174955.101,947.744
ATATURK,ATATURK-T,6,-5.7,521897.086,4174955.094,947.703
ATATURK,ATATURK-T,6,-5.6,521897.185,4174955.086,947.602
ATATURK,ATATURK-T,6,-5.5,521897.285,4174955.078,947.43
ATATURK,ATATURK-T,6,-5.4,521897.385,4174955.07,947.257
ATATURK,ATATURK-T,6,-5.3,521897.484,4174955.062,947.085
ATATURK,ATATURK-T,6,-5.2,521897.584,4174955.054,946.913
ATATURK,ATATURK-T,6,-5.1,521897.684,4174955.046,946.741
ATATURK,ATATURK-T,6,-5.0,521897.783,4174955.038,946.569
ATATURK,ATATURK-T,6,-4.9,521897.883,4174955.03,946.397
ATATURK,ATATURK-T,6,-4.8,521897.983,4174955.022,946.224
ATATURK,ATATURK-T,6,-4.7,521898.082,4174955.014,946.052
ATATURK,ATATURK-T,6,-4.6,521898.182,4174955.006,945.972
ATATURK,ATATURK-T,6,-4.5,521898.282,4174954.999,945.975
ATATURK,ATATURK-T,6,-4.4,521898.382,4174954.992,945.979
ATATURK,ATATURK-T,6,-4.3,521898.481,4174954.985,945.982
ATATURK,ATATURK-T,6,-4.2,521898.581,4174954.978,945.986
ATATURK,ATATURK-T,6,-4.1,521898.681,4174954.971,945.99
ATATURK,ATATURK-T,6,-4.0,521898.781,4174954.964,945.993
ATATURK,ATATURK-T,6,-3.9,521898.88,4174954.957,945.997
ATATURK,ATATURK-T,6,-3.8,521898.98,4174954.95,946.0
ATATURK,ATATURK-T,6,-3.7,521899.08,4174954.942,946.004
ATATURK,ATATURK-T,6,-3.6,521899.18,4174954.935,946.007
ATATURK,ATATURK-T,6,-3.5,521899.279,4174954.928,946.011
ATATURK,ATATURK-T,6,-3.4,521899.379,4174954.921,946.014
ATATURK,ATATURK-T,6,-3.3,521899.479,4174954.914,946.018
ATATURK,ATATURK-T,6,-3.2,521899.579,4174954.907,946.022
ATATURK,ATATURK-T,6,-3.1,521899.678,4174954.9,946.025
ATATURK,ATATURK-T,6,-3.0,521899.778,4174954.893,946.029
ATATURK,ATATURK-T,6,-2.9,521899.878,4174954.886,946.032
ATATURK,ATATURK-T,6,-2.8,521899.978,4174954.879,946.036
ATATURK,ATATURK-T,6,-2.7,521900.077,4174954.871,946.039
ATATURK,ATATURK-T,6,-2.6,521900.177,4174954.864,946.043
ATATURK,ATATURK-T,6,-2.5,521900.277,4174954.857,946.046
ATATURK,ATATURK-T,6,-2.4,521900.377,4174954.85,946.05
ATATURK,ATATURK-T,6,-2.3,521900.476,4174954.843,946.053
ATATURK,ATATURK-T,6,-2.2,521900.576,4174954.836,946.057
ATATURK,ATATURK-T,6,-2.1,521900.676,4174954.829,946.059
ATATURK,ATATURK-T,6,-2.0,521900.776,4174954.822,946.052
ATATURK,ATATURK-T,6,-1.9,521900.875,4174954.814,946.044
ATATURK,ATATURK-T,6,-1.8,521900.975,4174954.807,946.037
ATATURK,ATATURK-T,6,-1.7,521901.075,4174954.8,943.36
ATATURK,ATATURK-T,6,-1.6,521901.174,4174954.792,943.36
ATATURK,ATATURK-T,6,-1.5,521901.274,4174954.784,943.36
ATATURK,ATATURK-T,6,-1.4,521901.374,4174954.776,943.36
ATATURK,ATATURK-T,6,-1.3,521901.473,4174954.768,943.36
ATATURK,ATATURK-T,6,-1.2,521901.573,4174954.76,943.36
ATATURK,ATATURK-T,6,-1.1,521901.673,4174954.752,943.36
ATATURK,ATATURK-T,6,-1.0,521901.773,4174954.744,943.36
ATATURK,ATATURK-T,6,-0.9,521901.872,4174954.736,943.36
ATATURK,ATATURK-T,6,-0.8,521901.972,4174954.728,943.36
ATATURK,ATATURK-T,6,-0.7,521902.072,4174954.72,943.36
ATATURK,ATATURK-T,6,-0.6,521902.171,4174954.712,943.36
ATATURK,ATATURK-T,6,-0.5,521902.271,4174954.704,943.36
ATATURK,ATATURK-T,6,-0.4,521902.371,4174954.696,943.36
ATATURK,ATATURK-T,6,-0.3,521902.47,4174954.689,943.36
ATATURK,ATATURK-T,6,-0.2,521902.57,4174954.681,943.36
ATATURK,ATATURK-T,6,-0.1,521902.67,4174954.674,943.36
ATATURK,ATATURK-T,6,0.0,521902.77,4174954.667,943.36
ATATURK,ATATURK-T,6,0.1,521902.869,4174954.659,943.36
ATATURK,ATATURK-T,6,0.2,521902.969,4174954.652,943.36
ATATURK,ATATURK-T,6,0.3,521903.069,4174954.645,943.36
ATATURK,ATATURK-T,6,0.4,521903.168,4174954.637,943.36
ATATURK,ATATURK-T,6,0.5,521903.268,4174954.63,943.36
ATATURK,ATATURK-T,6,0.6,521903.368,4174954.622,943.36
ATATURK,ATATURK-T,6,0.7,521903.468,4174954.615,943.36
ATATURK,ATATURK-T,6,0.8,521903.567,4174954.608,943.36
ATATURK,ATATURK-T,6,0.9,521903.667,4174954.6,943.36
ATATURK,ATATURK-T,6,1.0,521903.767,4174954.593,943.36
ATATURK,ATATURK-T,6,1.1,521903.867,4174954.585,943.36
ATATURK,ATATURK-T,6,1.2,521903.966,4174954.578,943.36
ATATURK,ATATURK-T,6,1.3,521904.066,4174954.571,943.36
ATATURK,ATATURK-T,6,1.4,521904.166,4174954.563,943.36
ATATURK,ATATURK-T,6,1.5,521904.265,4174954.556,943.36
ATATURK,ATATURK-T,6,1.6,521904.365,4174954.549,943.36
ATATURK,ATATURK-T,6,1.7,521904.465,4174954.541,943.36
ATATURK,ATATURK-T,6,1.8,521904.565,4174954.534,946.33
ATATURK,ATATURK-T,6,1.9,521904.664,4174954.526,946.33
ATATURK,ATATURK-T,6,2.0,521904.764,4174954.519,946.33
ATATURK,ATATURK-T,6,2.1,521904.864,4174954.512,946.33
ATATURK,ATATURK-T,6,2.2,521904.964,4174954.504,946.33
ATATURK,ATATURK-T,6,2.3,521905.063,4174954.497,946.312
ATATURK,ATATURK-T,6,2.4,521905.163,4174954.49,946.272
ATATURK,ATATURK-T,6,2.5,521905.263,4174954.482,946.231
ATATURK,ATATURK-T,6,2.6,521905.362,4174954.475,946.19
ATATURK,ATATURK-T,6,2.7,521905.462,4174954.468,946.15
ATATURK,ATATURK-T,6,2.8,521905.562,4174954.461,946.109
ATATURK,ATATURK-T,6,2.9,521905.662,4174954.454,946.068
ATATURK,ATATURK-T,6,3.0,521905.761,4174954.446,946.028
ATATURK,ATATURK-T,6,3.1,521905.861,4174954.439,945.987
ATATURK,ATATURK-T,6,3.2,521905.961,4174954.432,945.946
ATATURK,ATATURK-T,6,3.3,521906.061,4174954.425,945.906
ATATURK,ATATURK-T,6,3.4,521906.16,4174954.417,945.865
ATATURK,ATATURK-T,6,3.5,521906.26,4174954.41,945.824
ATATURK,ATATURK-T,6,3.6,521906.36,4174954.403,945.783
ATATURK,ATATURK-T,6,3.7,521906.46,4174954.396,945.743
ATATURK,ATATURK-T,6,3.8,521906.559,4174954.389,945.71
ATATURK,ATATURK-T,6,3.9,521906.659,4174954.381,945.712
ATATURK,ATATURK-T,6,4.0,521906.759,4174954.374,945.714
ATATURK,ATATURK-T,6,4.1,521906.859,4174954.366,945.715
ATATURK,ATATURK-T,6,4.2,521906.958,4174954.359,945.717
ATATURK,ATATURK-T,6,4.3,521907.058,4174954.352,945.719
ATATURK,ATATURK-T,6,4.4,521907.158,4174954.344,945.72
ATATURK,ATATURK-T,6,4.5,521907.257,4174954.337,945.722
ATATURK,ATATURK-T,6,4.6,521907.357,4174954.329,945.724
ATATURK,ATATURK-T,6,4.7,521907.457,4174954.322,945.725
ATATURK,ATATURK-T,6,4.8,521907.557,4174954.315,945.727
ATATURK,ATATURK-T,6,4.9,521907.656,4174954.307,945.729
ATATURK,ATATURK-T,6,5.0,521907.756,4174954.3,945.73
ATATURK,ATATURK-T,6,5.1,521907.856,4174954.292,945.732
ATATURK,ATATURK-T,6,5.2,521907.956,4174954.285,945.734
ATATURK,ATATURK-T,6,5.3,521908.055,4174954.278,945.735
ATATURK,ATATURK-T,6,5.4,521908.155,4174954.27,945.737
