catalog_row,A,B,C,D,E,F,pathname,selected
3851,BUR-BUR-TEF-TEFENNI-T4,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-TEF-TEFENNI-T4/BURDUR/DEBI/01May2025/30Minute/Q2/,False
3852,BUR-BUR-TEF-TEFENNI-T4,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-TEF-TEFENNI-T4/BURDUR/DEBI/01May2025/30Minute/Q25/,False
3853,BUR-BUR-TEF-TEFENNI-T4,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-TEF-TEFENNI-T4/BURDUR/DEBI/01May2025/30Minute/Q5/,False
3854,BUR-BUR-TEF-TEFENNI-T4,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-TEF-TEFENNI-T4/BURDUR/DEBI/01May2025/30Minute/Q50/,False
3855,BUR-BUR-TEF-TEFENNI-T4,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-TEF-TEFENNI-T4/BURDUR/DEBI/01May2025/30Minute/Q500/,False
3856,BUR-BUR-TEF-YAKALAR1,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-TEF-YAKALAR1/BURDUR/DEBI/01May2025/30Minute/Q10/,False
3857,BUR-BUR-TEF-YAKALAR1,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-TEF-YAKALAR1/BURDUR/DEBI/01May2025/30Minute/Q100/,False
3858,BUR-BUR-TEF-YAKALAR1,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-TEF-YAKALAR1/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
3859,BUR-BUR-TEF-YAKALAR1,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-TEF-YAKALAR1/BURDUR/DEBI/01May2025/30Minute/Q2/,False
3860,BUR-BUR-TEF-YAKALAR1,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-TEF-YAKALAR1/BURDUR/DEBI/01May2025/30Minute/Q25/,False
3861,BUR-BUR-TEF-YAKALAR1,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-TEF-YAKALAR1/BURDUR/DEBI/01May2025/30Minute/Q5/,False
3862,BUR-BUR-TEF-YAKALAR1,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-TEF-YAKALAR1/BURDUR/DEBI/01May2025/30Minute/Q50/,False
3863,BUR-BUR-TEF-YAKALAR1,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-TEF-YAKALAR1/BURDUR/DEBI/01May2025/30Minute/Q500/,False
3864,BUR-BUR-TEF-YAYLAKOY1A,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-TEF-YAYLAKOY1A/BURDUR/DEBI/01May2025/30Minute/Q10/,False
3865,BUR-BUR-TEF-YAYLAKOY1A,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-TEF-YAYLAKOY1A/BURDUR/DEBI/01May2025/30Minute/Q100/,False
3866,BUR-BUR-TEF-YAYLAKOY1A,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-TEF-YAYLAKOY1A/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
3867,BUR-BUR-TEF-YAYLAKOY1A,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-TEF-YAYLAKOY1A/BURDUR/DEBI/01May2025/30Minute/Q2/,False
3868,BUR-BUR-TEF-YAYLAKOY1A,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-TEF-YAYLAKOY1A/BURDUR/DEBI/01May2025/30Minute/Q25/,False
3869,BUR-BUR-TEF-YAYLAKOY1A,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-TEF-YAYLAKOY1A/BURDUR/DEBI/01May2025/30Minute/Q5/,False
3870,BUR-BUR-TEF-YAYLAKOY1A,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-TEF-YAYLAKOY1A/BURDUR/DEBI/01May2025/30Minute/Q50/,False
3871,BUR-BUR-TEF-YAYLAKOY1A,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-TEF-YAYLAKOY1A/BURDUR/DEBI/01May2025/30Minute/Q500/,False
3872,BUR-BUR-TEF-YAYLAKOY1B,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-TEF-YAYLAKOY1B/BURDUR/DEBI/01May2025/30Minute/Q10/,False
3873,BUR-BUR-TEF-YAYLAKOY1B,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-TEF-YAYLAKOY1B/BURDUR/DEBI/01May2025/30Minute/Q100/,False
3874,BUR-BUR-TEF-YAYLAKOY1B,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-TEF-YAYLAKOY1B/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
3875,BUR-BUR-TEF-YAYLAKOY1B,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-TEF-YAYLAKOY1B/BURDUR/DEBI/01May2025/30Minute/Q2/,False
3876,BUR-BUR-TEF-YAYLAKOY1B,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-TEF-YAYLAKOY1B/BURDUR/DEBI/01May2025/30Minute/Q25/,False
3877,BUR-BUR-TEF-YAYLAKOY1B,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-TEF-YAYLAKOY1B/BURDUR/DEBI/01May2025/30Minute/Q5/,False
3878,BUR-BUR-TEF-YAYLAKOY1B,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-TEF-YAYLAKOY1B/BURDUR/DEBI/01May2025/30Minute/Q50/,False
3879,BUR-BUR-TEF-YAYLAKOY1B,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-TEF-YAYLAKOY1B/BURDUR/DEBI/01May2025/30Minute/Q500/,False
3880,BUR-BUR-TEF-YAYLAKOY2,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-TEF-YAYLAKOY2/BURDUR/DEBI/01May2025/30Minute/Q10/,False
3881,BUR-BUR-TEF-YAYLAKOY2,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-TEF-YAYLAKOY2/BURDUR/DEBI/01May2025/30Minute/Q100/,False
3882,BUR-BUR-TEF-YAYLAKOY2,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-TEF-YAYLAKOY2/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
3883,BUR-BUR-TEF-YAYLAKOY2,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-TEF-YAYLAKOY2/BURDUR/DEBI/01May2025/30Minute/Q2/,False
3884,BUR-BUR-TEF-YAYLAKOY2,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-TEF-YAYLAKOY2/BURDUR/DEBI/01May2025/30Minute/Q25/,False
3885,BUR-BUR-TEF-YAYLAKOY2,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-TEF-YAYLAKOY2/BURDUR/DEBI/01May2025/30Minute/Q5/,False
3886,BUR-BUR-TEF-YAYLAKOY2,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-TEF-YAYLAKOY2/BURDUR/DEBI/01May2025/30Minute/Q50/,False
3887,BUR-BUR-TEF-YAYLAKOY2,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-TEF-YAYLAKOY2/BURDUR/DEBI/01May2025/30Minute/Q500/,False
3888,BUR-BUR-TEF-YUVALAK,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-TEF-YUVALAK/BURDUR/DEBI/01May2025/30Minute/Q10/,False
3889,BUR-BUR-TEF-YUVALAK,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-TEF-YUVALAK/BURDUR/DEBI/01May2025/30Minute/Q100/,False
3890,BUR-BUR-TEF-YUVALAK,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-TEF-YUVALAK/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
3891,BUR-BUR-TEF-YUVALAK,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-TEF-YUVALAK/BURDUR/DEBI/01May2025/30Minute/Q2/,False
3892,BUR-BUR-TEF-YUVALAK,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-TEF-YUVALAK/BURDUR/DEBI/01May2025/30Minute/Q25/,False
3893,BUR-BUR-TEF-YUVALAK,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-TEF-YUVALAK/BURDUR/DEBI/01May2025/30Minute/Q5/,False
3894,BUR-BUR-TEF-YUVALAK,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-TEF-YUVALAK/BURDUR/DEBI/01May2025/30Minute/Q50/,False
3895,BUR-BUR-TEF-YUVALAK,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-TEF-YUVALAK/BURDUR/DEBI/01May2025/30Minute/Q500/,False
3896,BUR-BUR-TEF-YUVALAK-T1,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-TEF-YUVALAK-T1/BURDUR/DEBI/01May2025/30Minute/Q10/,False
3897,BUR-BUR-TEF-YUVALAK-T1,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-TEF-YUVALAK-T1/BURDUR/DEBI/01May2025/30Minute/Q100/,False
3898,BUR-BUR-TEF-YUVALAK-T1,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-TEF-YUVALAK-T1/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
3899,BUR-BUR-TEF-YUVALAK-T1,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-TEF-YUVALAK-T1/BURDUR/DEBI/01May2025/30Minute/Q2/,False
3900,BUR-BUR-TEF-YUVALAK-T1,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-TEF-YUVALAK-T1/BURDUR/DEBI/01May2025/30Minute/Q25/,False
3901,BUR-BUR-TEF-YUVALAK-T1,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-TEF-YUVALAK-T1/BURDUR/DEBI/01May2025/30Minute/Q5/,False
3902,BUR-BUR-TEF-YUVALAK-T1,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-TEF-YUVALAK-T1/BURDUR/DEBI/01May2025/30Minute/Q50/,False
3903,BUR-BUR-TEF-YUVALAK-T1,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-TEF-YUVALAK-T1/BURDUR/DEBI/01May2025/30Minute/Q500/,False
3904,BUR-BUR-YES-AKCAKOY1,AKGOL,DEBI,01May2025,30Minute,Q10,/BUR-BUR-YES-AKCAKOY1/AKGOL/DEBI/01May2025/30Minute/Q10/,False
3905,BUR-BUR-YES-AKCAKOY1,AKGOL,DEBI,01May2025,30Minute,Q100,/BUR-BUR-YES-AKCAKOY1/AKGOL/DEBI/01May2025/30Minute/Q100/,False
3906,BUR-BUR-YES-AKCAKOY1,AKGOL,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-YES-AKCAKOY1/AKGOL/DEBI/01May2025/30Minute/Q1000/,False
3907,BUR-BUR-YES-AKCAKOY1,AKGOL,DEBI,01May2025,30Minute,Q2,/BUR-BUR-YES-AKCAKOY1/AKGOL/DEBI/01May2025/30Minute/Q2/,False
3908,BUR-BUR-YES-AKCAKOY1,AKGOL,DEBI,01May2025,30Minute,Q25,/BUR-BUR-YES-AKCAKOY1/AKGOL/DEBI/01May2025/30Minute/Q25/,False
3909,BUR-BUR-YES-AKCAKOY1,AKGOL,DEBI,01May2025,30Minute,Q5,/BUR-BUR-YES-AKCAKOY1/AKGOL/DEBI/01May2025/30Minute/Q5/,False
3910,BUR-BUR-YES-AKCAKOY1,AKGOL,DEBI,01May2025,30Minute,Q50,/BUR-BUR-YES-AKCAKOY1/AKGOL/DEBI/01May2025/30Minute/Q50/,False
3911,BUR-BUR-YES-AKCAKOY1,AKGOL,DEBI,01May2025,30Minute,Q500,/BUR-BUR-YES-AKCAKOY1/AKGOL/DEBI/01May2025/30Minute/Q500/,False
3912,BUR-BUR-YES-AKCAKOY2,AKGOL,DEBI,01May2025,30Minute,Q10,/BUR-BUR-YES-AKCAKOY2/AKGOL/DEBI/01May2025/30Minute/Q10/,False
3913,BUR-BUR-YES-AKCAKOY2,AKGOL,DEBI,01May2025,30Minute,Q100,/BUR-BUR-YES-AKCAKOY2/AKGOL/DEBI/01May2025/30Minute/Q100/,False
3914,BUR-BUR-YES-AKCAKOY2,AKGOL,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-YES-AKCAKOY2/AKGOL/DEBI/01May2025/30Minute/Q1000/,False
3915,BUR-BUR-YES-AKCAKOY2,AKGOL,DEBI,01May2025,30Minute,Q2,/BUR-BUR-YES-AKCAKOY2/AKGOL/DEBI/01May2025/30Minute/Q2/,False
3916,BUR-BUR-YES-AKCAKOY2,AKGOL,DEBI,01May2025,30Minute,Q25,/BUR-BUR-YES-AKCAKOY2/AKGOL/DEBI/01May2025/30Minute/Q25/,False
3917,BUR-BUR-YES-AKCAKOY2,AKGOL,DEBI,01May2025,30Minute,Q5,/BUR-BUR-YES-AKCAKOY2/AKGOL/DEBI/01May2025/30Minute/Q5/,False
3918,BUR-BUR-YES-AKCAKOY2,AKGOL,DEBI,01May2025,30Minute,Q50,/BUR-BUR-YES-AKCAKOY2/AKGOL/DEBI/01May2025/30Minute/Q50/,False
3919,BUR-BUR-YES-AKCAKOY2,AKGOL,DEBI,01May2025,30Minute,Q500,/BUR-BUR-YES-AKCAKOY2/AKGOL/DEBI/01May2025/30Minute/Q500/,False
3920,BUR-BUR-YES-AKCAKOY-T,AKGOL,DEBI,01May2025,30Minute,Q10,/BUR-BUR-YES-AKCAKOY-T/AKGOL/DEBI/01May2025/30Minute/Q10/,False
3921,BUR-BUR-YES-AKCAKOY-T,AKGOL,DEBI,01May2025,30Minute,Q100,/BUR-BUR-YES-AKCAKOY-T/AKGOL/DEBI/01May2025/30Minute/Q100/,False
3922,BUR-BUR-YES-AKCAKOY-T,AKGOL,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-YES-AKCAKOY-T/AKGOL/DEBI/01May2025/30Minute/Q1000/,False
3923,BUR-BUR-YES-AKCAKOY-T,AKGOL,DEBI,01May2025,30Minute,Q2,/BUR-BUR-YES-AKCAKOY-T/AKGOL/DEBI/01May2025/30Minute/Q2/,False
3924,BUR-BUR-YES-AKCAKOY-T,AKGOL,DEBI,01May2025,30Minute,Q25,/BUR-BUR-YES-AKCAKOY-T/AKGOL/DEBI/01May2025/30Minute/Q25/,False
3925,BUR-BUR-YES-AKCAKOY-T,AKGOL,DEBI,01May2025,30Minute,Q5,/BUR-BUR-YES-AKCAKOY-T/AKGOL/DEBI/01May2025/30Minute/Q5/,False
3926,BUR-BUR-YES-AKCAKOY-T,AKGOL,DEBI,01May2025,30Minute,Q50,/BUR-BUR-YES-AKCAKOY-T/AKGOL/DEBI/01May2025/30Minute/Q50/,False
3927,BUR-BUR-YES-AKCAKOY-T,AKGOL,DEBI,01May2025,30Minute,Q500,/BUR-BUR-YES-AKCAKOY-T/AKGOL/DEBI/01May2025/30Minute/Q500/,False
3928,BUR-BUR-YES-ALANKOY,AKGOL,DEBI,01May2025,30Minute,Q10,/BUR-BUR-YES-ALANKOY/AKGOL/DEBI/01May2025/30Minute/Q10/,False
3929,BUR-BUR-YES-ALANKOY,AKGOL,DEBI,01May2025,30Minute,Q100,/BUR-BUR-YES-ALANKOY/AKGOL/DEBI/01May2025/30Minute/Q100/,False
3930,BUR-BUR-YES-ALANKOY,AKGOL,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-YES-ALANKOY/AKGOL/DEBI/01May2025/30Minute/Q1000/,False
3931,BUR-BUR-YES-ALANKOY,AKGOL,DEBI,01May2025,30Minute,Q2,/BUR-BUR-YES-ALANKOY/AKGOL/DEBI/01May2025/30Minute/Q2/,False
3932,BUR-BUR-YES-ALANKOY,AKGOL,DEBI,01May2025,30Minute,Q25,/BUR-BUR-YES-ALANKOY/AKGOL/DEBI/01May2025/30Minute/Q25/,False
3933,BUR-BUR-YES-ALANKOY,AKGOL,DEBI,01May2025,30Minute,Q5,/BUR-BUR-YES-ALANKOY/AKGOL/DEBI/01May2025/30Minute/Q5/,False
3934,BUR-BUR-YES-ALANKOY,AKGOL,DEBI,01May2025,30Minute,Q50,/BUR-BUR-YES-ALANKOY/AKGOL/DEBI/01May2025/30Minute/Q50/,False
3935,BUR-BUR-YES-ALANKOY,AKGOL,DEBI,01May2025,30Minute,Q500,/BUR-BUR-YES-ALANKOY/AKGOL/DEBI/01May2025/30Minute/Q500/,False
3936,BUR-BUR-YES-ALANKOY-T1,AKGOL,DEBI,01May2025,30Minute,Q10,/BUR-BUR-YES-ALANKOY-T1/AKGOL/DEBI/01May2025/30Minute/Q10/,False
3937,BUR-BUR-YES-ALANKOY-T1,AKGOL,DEBI,01May2025,30Minute,Q100,/BUR-BUR-YES-ALANKOY-T1/AKGOL/DEBI/01May2025/30Minute/Q100/,False
3938,BUR-BUR-YES-ALANKOY-T1,AKGOL,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-YES-ALANKOY-T1/AKGOL/DEBI/01May2025/30Minute/Q1000/,False
3939,BUR-BUR-YES-ALANKOY-T1,AKGOL,DEBI,01May2025,30Minute,Q2,/BUR-BUR-YES-ALANKOY-T1/AKGOL/DEBI/01May2025/30Minute/Q2/,False
3940,BUR-BUR-YES-ALANKOY-T1,AKGOL,DEBI,01May2025,30Minute,Q25,/BUR-BUR-YES-ALANKOY-T1/AKGOL/DEBI/01May2025/30Minute/Q25/,False
3941,BUR-BUR-YES-ALANKOY-T1,AKGOL,DEBI,01May2025,30Minute,Q5,/BUR-BUR-YES-ALANKOY-T1/AKGOL/DEBI/01May2025/30Minute/Q5/,False
3942,BUR-BUR-YES-ALANKOY-T1,AKGOL,DEBI,01May2025,30Minute,Q50,/BUR-BUR-YES-ALANKOY-T1/AKGOL/DEBI/01May2025/30Minute/Q50/,False
3943,BUR-BUR-YES-ALANKOY-T1,AKGOL,DEBI,01May2025,30Minute,Q500,/BUR-BUR-YES-ALANKOY-T1/AKGOL/DEBI/01May2025/30Minute/Q500/,False
3944,BUR-BUR-YES-ALANKOY-T2,AKGOL,DEBI,02May2025,5Minute,Q10,/BUR-BUR-YES-ALANKOY-T2/AKGOL/DEBI/02May2025/5Minute/Q10/,False
3945,BUR-BUR-YES-ALANKOY-T2,AKGOL,DEBI,02May2025,5Minute,Q100,/BUR-BUR-YES-ALANKOY-T2/AKGOL/DEBI/02May2025/5Minute/Q100/,False
3946,BUR-BUR-YES-ALANKOY-T2,AKGOL,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-YES-ALANKOY-T2/AKGOL/DEBI/02May2025/5Minute/Q1000/,False
3947,BUR-BUR-YES-ALANKOY-T2,AKGOL,DEBI,02May2025,5Minute,Q2,/BUR-BUR-YES-ALANKOY-T2/AKGOL/DEBI/02May2025/5Minute/Q2/,False
3948,BUR-BUR-YES-ALANKOY-T2,AKGOL,DEBI,02May2025,5Minute,Q25,/BUR-BUR-YES-ALANKOY-T2/AKGOL/DEBI/02May2025/5Minute/Q25/,False
3949,BUR-BUR-YES-ALANKOY-T2,AKGOL,DEBI,02May2025,5Minute,Q5,/BUR-BUR-YES-ALANKOY-T2/AKGOL/DEBI/02May2025/5Minute/Q5/,False
3950,BUR-BUR-YES-ALANKOY-T2,AKGOL,DEBI,02May2025,5Minute,Q50,/BUR-BUR-YES-ALANKOY-T2/AKGOL/DEBI/02May2025/5Minute/Q50/,False
3951,BUR-BUR-YES-ALANKOY-T2,AKGOL,DEBI,02May2025,5Minute,Q500,/BUR-BUR-YES-ALANKOY-T2/AKGOL/DEBI/02May2025/5Minute/Q500/,False
3952,BUR-BUR-YES-ARMUT,AKGOL,DEBI,01May2025,30Minute,Q10,/BUR-BUR-YES-ARMUT/AKGOL/DEBI/01May2025/30Minute/Q10/,False
3953,BUR-BUR-YES-ARMUT,AKGOL,DEBI,01May2025,30Minute,Q100,/BUR-BUR-YES-ARMUT/AKGOL/DEBI/01May2025/30Minute/Q100/,False
3954,BUR-BUR-YES-ARMUT,AKGOL,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-YES-ARMUT/AKGOL/DEBI/01May2025/30Minute/Q1000/,False
3955,BUR-BUR-YES-ARMUT,AKGOL,DEBI,01May2025,30Minute,Q2,/BUR-BUR-YES-ARMUT/AKGOL/DEBI/01May2025/30Minute/Q2/,False
3956,BUR-BUR-YES-ARMUT,AKGOL,DEBI,01May2025,30Minute,Q25,/BUR-BUR-YES-ARMUT/AKGOL/DEBI/01May2025/30Minute/Q25/,False
3957,BUR-BUR-YES-ARMUT,AKGOL,DEBI,01May2025,30Minute,Q5,/BUR-BUR-YES-ARMUT/AKGOL/DEBI/01May2025/30Minute/Q5/,False
3958,BUR-BUR-YES-ARMUT,AKGOL,DEBI,01May2025,30Minute,Q50,/BUR-BUR-YES-ARMUT/AKGOL/DEBI/01May2025/30Minute/Q50/,False
3959,BUR-BUR-YES-ARMUT,AKGOL,DEBI,01May2025,30Minute,Q500,/BUR-BUR-YES-ARMUT/AKGOL/DEBI/01May2025/30Minute/Q500/,False
3960,BUR-BUR-YES-ARMUT-T,AKGOL,DEBI,01May2025,30Minute,Q10,/BUR-BUR-YES-ARMUT-T/AKGOL/DEBI/01May2025/30Minute/Q10/,False
3961,BUR-BUR-YES-ARMUT-T,AKGOL,DEBI,01May2025,30Minute,Q100,/BUR-BUR-YES-ARMUT-T/AKGOL/DEBI/01May2025/30Minute/Q100/,False
3962,BUR-BUR-YES-ARMUT-T,AKGOL,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-YES-ARMUT-T/AKGOL/DEBI/01May2025/30Minute/Q1000/,False
3963,BUR-BUR-YES-ARMUT-T,AKGOL,DEBI,01May2025,30Minute,Q2,/BUR-BUR-YES-ARMUT-T/AKGOL/DEBI/01May2025/30Minute/Q2/,False
3964,BUR-BUR-YES-ARMUT-T,AKGOL,DEBI,01May2025,30Minute,Q25,/BUR-BUR-YES-ARMUT-T/AKGOL/DEBI/01May2025/30Minute/Q25/,False
3965,BUR-BUR-YES-ARMUT-T,AKGOL,DEBI,01May2025,30Minute,Q5,/BUR-BUR-YES-ARMUT-T/AKGOL/DEBI/01May2025/30Minute/Q5/,False
3966,BUR-BUR-YES-ARMUT-T,AKGOL,DEBI,01May2025,30Minute,Q50,/BUR-BUR-YES-ARMUT-T/AKGOL/DEBI/01May2025/30Minute/Q50/,False
3967,BUR-BUR-YES-ARMUT-T,AKGOL,DEBI,01May2025,30Minute,Q500,/BUR-BUR-YES-ARMUT-T/AKGOL/DEBI/01May2025/30Minute/Q500/,False
3968,BUR-BUR-YES-ASAGIKIRLI1,AKGOL,DEBI,02May2025,5Minute,Q10,/BUR-BUR-YES-ASAGIKIRLI1/AKGOL/DEBI/02May2025/5Minute/Q10/,False
3969,BUR-BUR-YES-ASAGIKIRLI1,AKGOL,DEBI,02May2025,5Minute,Q100,/BUR-BUR-YES-ASAGIKIRLI1/AKGOL/DEBI/02May2025/5Minute/Q100/,False
3970,BUR-BUR-YES-ASAGIKIRLI1,AKGOL,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-YES-ASAGIKIRLI1/AKGOL/DEBI/02May2025/5Minute/Q1000/,False
3971,BUR-BUR-YES-ASAGIKIRLI1,AKGOL,DEBI,02May2025,5Minute,Q2,/BUR-BUR-YES-ASAGIKIRLI1/AKGOL/DEBI/02May2025/5Minute/Q2/,False
3972,BUR-BUR-YES-ASAGIKIRLI1,AKGOL,DEBI,02May2025,5Minute,Q25,/BUR-BUR-YES-ASAGIKIRLI1/AKGOL/DEBI/02May2025/5Minute/Q25/,False
3973,BUR-BUR-YES-ASAGIKIRLI1,AKGOL,DEBI,02May2025,5Minute,Q5,/BUR-BUR-YES-ASAGIKIRLI1/AKGOL/DEBI/02May2025/5Minute/Q5/,False
3974,BUR-BUR-YES-ASAGIKIRLI1,AKGOL,DEBI,02May2025,5Minute,Q50,/BUR-BUR-YES-ASAGIKIRLI1/AKGOL/DEBI/02May2025/5Minute/Q50/,False
3975,BUR-BUR-YES-ASAGIKIRLI1,AKGOL,DEBI,02May2025,5Minute,Q500,/BUR-BUR-YES-ASAGIKIRLI1/AKGOL/DEBI/02May2025/5Minute/Q500/,False
3976,BUR-BUR-YES-ASAGIKIRLI2,AKGOL,DEBI,02May2025,5Minute,Q10,/BUR-BUR-YES-ASAGIKIRLI2/AKGOL/DEBI/02May2025/5Minute/Q10/,False
3977,BUR-BUR-YES-ASAGIKIRLI2,AKGOL,DEBI,02May2025,5Minute,Q100,/BUR-BUR-YES-ASAGIKIRLI2/AKGOL/DEBI/02May2025/5Minute/Q100/,False
3978,BUR-BUR-YES-ASAGIKIRLI2,AKGOL,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-YES-ASAGIKIRLI2/AKGOL/DEBI/02May2025/5Minute/Q1000/,False
3979,BUR-BUR-YES-ASAGIKIRLI2,AKGOL,DEBI,02May2025,5Minute,Q2,/BUR-BUR-YES-ASAGIKIRLI2/AKGOL/DEBI/02May2025/5Minute/Q2/,False
3980,BUR-BUR-YES-ASAGIKIRLI2,AKGOL,DEBI,02May2025,5Minute,Q25,/BUR-BUR-YES-ASAGIKIRLI2/AKGOL/DEBI/02May2025/5Minute/Q25/,False
3981,BUR-BUR-YES-ASAGIKIRLI2,AKGOL,DEBI,02May2025,5Minute,Q5,/BUR-BUR-YES-ASAGIKIRLI2/AKGOL/DEBI/02May2025/5Minute/Q5/,False
3982,BUR-BUR-YES-ASAGIKIRLI2,AKGOL,DEBI,02May2025,5Minute,Q50,/BUR-BUR-YES-ASAGIKIRLI2/AKGOL/DEBI/02May2025/5Minute/Q50/,False
3983,BUR-BUR-YES-ASAGIKIRLI2,AKGOL,DEBI,02May2025,5Minute,Q500,/BUR-BUR-YES-ASAGIKIRLI2/AKGOL/DEBI/02May2025/5Minute/Q500/,False
3984,BUR-BUR-YES-ASAGIKIRLI3,AKGOL,DEBI,02May2025,5Minute,Q10,/BUR-BUR-YES-ASAGIKIRLI3/AKGOL/DEBI/02May2025/5Minute/Q10/,False
3985,BUR-BUR-YES-ASAGIKIRLI3,AKGOL,DEBI,02May2025,5Minute,Q100,/BUR-BUR-YES-ASAGIKIRLI3/AKGOL/DEBI/02May2025/5Minute/Q100/,False
3986,BUR-BUR-YES-ASAGIKIRLI3,AKGOL,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-YES-ASAGIKIRLI3/AKGOL/DEBI/02May2025/5Minute/Q1000/,False
3987,BUR-BUR-YES-ASAGIKIRLI3,AKGOL,DEBI,02May2025,5Minute,Q2,/BUR-BUR-YES-ASAGIKIRLI3/AKGOL/DEBI/02May2025/5Minute/Q2/,False
3988,BUR-BUR-YES-ASAGIKIRLI3,AKGOL,DEBI,02May2025,5Minute,Q25,/BUR-BUR-YES-ASAGIKIRLI3/AKGOL/DEBI/02May2025/5Minute/Q25/,False
3989,BUR-BUR-YES-ASAGIKIRLI3,AKGOL,DEBI,02May2025,5Minute,Q5,/BUR-BUR-YES-ASAGIKIRLI3/AKGOL/DEBI/02May2025/5Minute/Q5/,False
3990,BUR-BUR-YES-ASAGIKIRLI3,AKGOL,DEBI,02May2025,5Minute,Q50,/BUR-BUR-YES-ASAGIKIRLI3/AKGOL/DEBI/02May2025/5Minute/Q50/,False
3991,BUR-BUR-YES-ASAGIKIRLI3,AKGOL,DEBI,02May2025,5Minute,Q500,/BUR-BUR-YES-ASAGIKIRLI3/AKGOL/DEBI/02May2025/5Minute/Q500/,False
