catalog_row,A,B,C,D,E,F,pathname,selected
1227,BUR-BUR-MER-ASKERIYE-T,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-ASKERIYE-T/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
1228,BUR-BUR-MER-ASKERIYE-T,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-ASKERIYE-T/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
1229,BUR-BUR-MER-ASKERIYE-T,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ASKERIYE-T/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
1230,BUR-BUR-MER-ASKERIYE-T,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ASKERIYE-T/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
1231,BUR-BUR-MER-ASKERIYE-T,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ASKERIYE-T/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
1232,BUR-BUR-MER-ATATURK,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-ATATURK/BURDUR/DEBI/01May2025/30Minute/Q10/,False
1233,BUR-BUR-MER-ATATURK,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-ATATURK/BURDUR/DEBI/01May2025/30Minute/Q100/,False
1234,BUR-BUR-MER-ATATURK,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-ATATURK/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
1235,BUR-BUR-MER-ATATURK,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-ATATURK/BURDUR/DEBI/01May2025/30Minute/Q2/,False
1236,BUR-BUR-MER-ATATURK,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-ATATURK/BURDUR/DEBI/01May2025/30Minute/Q25/,False
1237,BUR-BUR-MER-ATATURK,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ATATURK/BURDUR/DEBI/01May2025/30Minute/Q5/,False
1238,BUR-BUR-MER-ATATURK,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ATATURK/BURDUR/DEBI/01May2025/30Minute/Q50/,False
1239,BUR-BUR-MER-ATATURK,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ATATURK/BURDUR/DEBI/01May2025/30Minute/Q500/,False
1240,BUR-BUR-MER-ATATURK,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-ATATURK/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
1241,BUR-BUR-MER-ATATURK,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-ATATURK/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
1242,BUR-BUR-MER-ATATURK,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-ATATURK/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
1243,BUR-BUR-MER-ATATURK,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-ATATURK/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
1244,BUR-BUR-MER-ATATURK,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-ATATURK/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
1245,BUR-BUR-MER-ATATURK,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ATATURK/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
1246,BUR-BUR-MER-ATATURK,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ATATURK/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
1247,BUR-BUR-MER-ATATURK,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ATATURK/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
1248,BUR-BUR-MER-ATATURK1,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK1/BURDUR/DEBI/02May2025/5Minute/Q10/,False
1249,BUR-BUR-MER-ATATURK1,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK1/BURDUR/DEBI/02May2025/5Minute/Q100/,False
1250,BUR-BUR-MER-ATATURK1,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK1/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
1251,BUR-BUR-MER-ATATURK1,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK1/BURDUR/DEBI/02May2025/5Minute/Q2/,False
1252,BUR-BUR-MER-ATATURK1,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK1/BURDUR/DEBI/02May2025/5Minute/Q25/,False
1253,BUR-BUR-MER-ATATURK1,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK1/BURDUR/DEBI/02May2025/5Minute/Q5/,False
1254,BUR-BUR-MER-ATATURK1,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK1/BURDUR/DEBI/02May2025/5Minute/Q50/,False
1255,BUR-BUR-MER-ATATURK1,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK1/BURDUR/DEBI/02May2025/5Minute/Q500/,False
1256,BUR-BUR-MER-ATATURK1,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK1/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
1257,BUR-BUR-MER-ATATURK1,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK1/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
1258,BUR-BUR-MER-ATATURK1,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK1/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
1259,BUR-BUR-MER-ATATURK1,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK1/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
1260,BUR-BUR-MER-ATATURK1,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK1/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
1261,BUR-BUR-MER-ATATURK1,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK1/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
1262,BUR-BUR-MER-ATATURK1,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK1/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
1263,BUR-BUR-MER-ATATURK1,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK1/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
1264,BUR-BUR-MER-ATATURK2,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK2/BURDUR/DEBI/02May2025/5Minute/Q10/,False
1265,BUR-BUR-MER-ATATURK2,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK2/BURDUR/DEBI/02May2025/5Minute/Q100/,False
1266,BUR-BUR-MER-ATATURK2,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK2/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
1267,BUR-BUR-MER-ATATURK2,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK2/BURDUR/DEBI/02May2025/5Minute/Q2/,False
1268,BUR-BUR-MER-ATATURK2,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK2/BURDUR/DEBI/02May2025/5Minute/Q25/,False
1269,BUR-BUR-MER-ATATURK2,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK2/BURDUR/DEBI/02May2025/5Minute/Q5/,False
1270,BUR-BUR-MER-ATATURK2,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK2/BURDUR/DEBI/02May2025/5Minute/Q50/,False
1271,BUR-BUR-MER-ATATURK2,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK2/BURDUR/DEBI/02May2025/5Minute/Q500/,False
1272,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
1273,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
1274,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
1275,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
1276,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
1277,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
1278,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
1279,BUR-BUR-MER-ATATURK2,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK2/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
1280,BUR-BUR-MER-ATATURK3,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK3/BURDUR/DEBI/02May2025/5Minute/Q10/,False
1281,BUR-BUR-MER-ATATURK3,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK3/BURDUR/DEBI/02May2025/5Minute/Q100/,False
1282,BUR-BUR-MER-ATATURK3,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK3/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
1283,BUR-BUR-MER-ATATURK3,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK3/BURDUR/DEBI/02May2025/5Minute/Q2/,False
1284,BUR-BUR-MER-ATATURK3,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK3/BURDUR/DEBI/02May2025/5Minute/Q25/,False
1285,BUR-BUR-MER-ATATURK3,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK3/BURDUR/DEBI/02May2025/5Minute/Q5/,False
1286,BUR-BUR-MER-ATATURK3,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK3/BURDUR/DEBI/02May2025/5Minute/Q50/,False
1287,BUR-BUR-MER-ATATURK3,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK3/BURDUR/DEBI/02May2025/5Minute/Q500/,False
1288,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
1289,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
1290,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
1291,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
1292,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
1293,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
1294,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
1295,BUR-BUR-MER-ATATURK3,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK3/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
1296,BUR-BUR-MER-ATATURK4,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK4/BURDUR/DEBI/02May2025/5Minute/Q10/,False
1297,BUR-BUR-MER-ATATURK4,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK4/BURDUR/DEBI/02May2025/5Minute/Q100/,False
1298,BUR-BUR-MER-ATATURK4,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK4/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
1299,BUR-BUR-MER-ATATURK4,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK4/BURDUR/DEBI/02May2025/5Minute/Q2/,False
1300,BUR-BUR-MER-ATATURK4,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK4/BURDUR/DEBI/02May2025/5Minute/Q25/,False
1301,BUR-BUR-MER-ATATURK4,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK4/BURDUR/DEBI/02May2025/5Minute/Q5/,False
1302,BUR-BUR-MER-ATATURK4,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK4/BURDUR/DEBI/02May2025/5Minute/Q50/,False
1303,BUR-BUR-MER-ATATURK4,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK4/BURDUR/DEBI/02May2025/5Minute/Q500/,False
1304,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
1305,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
1306,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
1307,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
1308,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
1309,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
1310,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
1311,BUR-BUR-MER-ATATURK4,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK4/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
1312,BUR-BUR-MER-ATATURK5,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK5/BURDUR/DEBI/02May2025/5Minute/Q10/,False
1313,BUR-BUR-MER-ATATURK5,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK5/BURDUR/DEBI/02May2025/5Minute/Q100/,False
1314,BUR-BUR-MER-ATATURK5,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK5/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
1315,BUR-BUR-MER-ATATURK5,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK5/BURDUR/DEBI/02May2025/5Minute/Q2/,False
1316,BUR-BUR-MER-ATATURK5,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK5/BURDUR/DEBI/02May2025/5Minute/Q25/,False
1317,BUR-BUR-MER-ATATURK5,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK5/BURDUR/DEBI/02May2025/5Minute/Q5/,False
1318,BUR-BUR-MER-ATATURK5,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK5/BURDUR/DEBI/02May2025/5Minute/Q50/,False
1319,BUR-BUR-MER-ATATURK5,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK5/BURDUR/DEBI/02May2025/5Minute/Q500/,False
1320,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
1321,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
1322,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
1323,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
1324,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
1325,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
1326,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
1327,BUR-BUR-MER-ATATURK5,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK5/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
1328,BUR-BUR-MER-ATATURK6,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK6/BURDUR/DEBI/02May2025/5Minute/Q10/,False
1329,BUR-BUR-MER-ATATURK6,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK6/BURDUR/DEBI/02May2025/5Minute/Q100/,False
1330,BUR-BUR-MER-ATATURK6,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK6/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
1331,BUR-BUR-MER-ATATURK6,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK6/BURDUR/DEBI/02May2025/5Minute/Q2/,False
1332,BUR-BUR-MER-ATATURK6,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK6/BURDUR/DEBI/02May2025/5Minute/Q25/,False
1333,BUR-BUR-MER-ATATURK6,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK6/BURDUR/DEBI/02May2025/5Minute/Q5/,False
1334,BUR-BUR-MER-ATATURK6,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK6/BURDUR/DEBI/02May2025/5Minute/Q50/,False
1335,BUR-BUR-MER-ATATURK6,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK6/BURDUR/DEBI/02May2025/5Minute/Q500/,False
1336,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
1337,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
1338,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
1339,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
1340,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
1341,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
1342,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
1343,BUR-BUR-MER-ATATURK6,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK6/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
1344,BUR-BUR-MER-ATATURK7,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK7/BURDUR/DEBI/02May2025/5Minute/Q10/,False
1345,BUR-BUR-MER-ATATURK7,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK7/BURDUR/DEBI/02May2025/5Minute/Q100/,False
1346,BUR-BUR-MER-ATATURK7,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK7/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
1347,BUR-BUR-MER-ATATURK7,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK7/BURDUR/DEBI/02May2025/5Minute/Q2/,False
1348,BUR-BUR-MER-ATATURK7,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK7/BURDUR/DEBI/02May2025/5Minute/Q25/,False
1349,BUR-BUR-MER-ATATURK7,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK7/BURDUR/DEBI/02May2025/5Minute/Q5/,False
1350,BUR-BUR-MER-ATATURK7,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK7/BURDUR/DEBI/02May2025/5Minute/Q50/,False
1351,BUR-BUR-MER-ATATURK7,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK7/BURDUR/DEBI/02May2025/5Minute/Q500/,False
1352,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
1353,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
1354,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
1355,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
1356,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
1357,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
1358,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
1359,BUR-BUR-MER-ATATURK7,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURK7/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
1360,BUR-BUR-MER-ATATURKA,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURKA/BURDUR/DEBI/02May2025/5Minute/Q10/,False
1361,BUR-BUR-MER-ATATURKA,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURKA/BURDUR/DEBI/02May2025/5Minute/Q100/,False
1362,BUR-BUR-MER-ATATURKA,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURKA/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
1363,BUR-BUR-MER-ATATURKA,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURKA/BURDUR/DEBI/02May2025/5Minute/Q2/,False
1364,BUR-BUR-MER-ATATURKA,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURKA/BURDUR/DEBI/02May2025/5Minute/Q25/,False
1365,BUR-BUR-MER-ATATURKA,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURKA/BURDUR/DEBI/02May2025/5Minute/Q5/,False
1366,BUR-BUR-MER-ATATURKA,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURKA/BURDUR/DEBI/02May2025/5Minute/Q50/,False
1367,BUR-BUR-MER-ATATURKA,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ATATURKA/BURDUR/DEBI/02May2025/5Minute/Q500/,False
1368,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
1369,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
1370,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
1371,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
1372,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
1373,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
1374,BUR-BUR-MER-ATATURKA,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ATATURKA/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
