SN,Easting,Northing,Bed width,Bank slope,Bed elevation,Type
506,616203.245,3097474.643,5.2,0,632.31,Normal
507,616202.771,3097473.763,5.2,0,632.3095,Normal
508,616202.296,3097472.883,5.2,0,632.309,Normal
509,616201.822,3097472.002,5.2,0,632.3085,Normal
510,616201.348,3097471.122,5.2,0,632.308,Normal
511,616200.874,3097470.241,5.2,0,632.3075,Normal
512,616200.4,3097469.361,5.2,0,632.307,Normal
513,616199.925,3097468.481,5.2,0,632.3065,Normal
514,616199.451,3097467.6,5.2,0,632.306,Normal
515,616198.977,3097466.72,5.2,0,632.3055,Normal
516,616198.503,3097465.839,5.2,0,632.305,Normal
517,616198.028,3097464.959,5.2,0,632.3045,Normal
518,616197.554,3097464.079,5.2,0,632.304,Normal
519,616197.08,3097463.198,5.2,0,632.3035,Normal
520,616196.606,3097462.318,5.2,0,632.303,Normal
521,616196.131,3097461.437,5.2,0,632.3025,Normal
522,616195.657,3097460.557,5.2,0,632.302,Normal
523,616195.183,3097459.677,5.2,0,632.3015,Normal
524,616194.709,3097458.796,5.2,0,632.301,Normal
525,616194.235,3097457.916,5.2,0,632.3005,Normal
526,616193.76,3097457.035,5.2,0,632.3,Normal
527,616193.286,3097456.155,5.2,0,632.2995,Normal
528,616192.812,3097455.275,5.2,0,632.299,Normal
529,616192.338,3097454.394,5.2,0,632.2985,Normal
530,616191.863,3097453.514,5.2,0,632.298,Normal
531,616191.389,3097452.633,5.2,0,632.2975,Normal
532,616190.915,3097451.753,5.2,0,632.297,Normal
533,616190.441,3097450.873,5.2,0,632.2965,Normal
534,616189.966,3097449.992,5.2,0,632.296,Normal
535,616189.492,3097449.112,5.2,0,632.2955,Normal
536,616189.018,3097448.231,5.2,0,632.295,Normal
537,616188.544,3097447.351,5.2,0,632.2945,Normal
538,616188.07,3097446.471,5.2,0,632.294,Normal
539,616187.595,3097445.59,5.2,0,632.2935,Normal
540,616187.121,3097444.71,5.2,0,632.293,Normal
541,616186.647,3097443.829,5.2,0,632.2925,Normal
542,616186.173,3097442.949,5.2,0,632.292,Normal
543,616185.698,3097442.069,5.2,0,632.2915,Normal
544,616185.224,3097441.188,5.2,0,632.291,Normal
545,616184.75,3097440.308,5.2,0,632.2905,Normal
546,616184.276,3097439.427,5.2,0,632.29,Normal
547,616183.801,3097438.547,5.2,0,632.2895,Normal
548,616183.327,3097437.667,5.2,0,632.289,Normal
549,616182.853,3097436.786,5.2,0,632.2885,Normal
550,616182.379,3097435.906,5.2,0,632.288,Normal
551,616181.905,3097435.025,5.2,0,632.2875,Normal
552,616181.43,3097434.145,5.2,0,632.287,Normal
553,616180.956,3097433.265,5.2,0,632.2865,Normal
554,616180.482,3097432.384,5.2,0,632.286,Normal
555,616180.008,3097431.504,5.2,0,632.2855,Normal
556,616179.533,3097430.623,5.2,0,632.285,Normal
557,616179.059,3097429.743,5.2,0,632.2845,Normal
558,616178.585,3097428.863,5.2,0,632.284,Normal
559,616178.111,3097427.982,5.2,0,632.2835,Normal
560,616177.636,3097427.102,5.2,0,632.283,Normal
561,616177.162,3097426.221,5.2,0,632.2825,Normal
562,616176.688,3097425.341,5.2,0,632.282,Normal
563,616176.214,3097424.461,5.2,0,632.2815,Normal
564,616175.74,3097423.58,5.2,0,632.281,Normal
565,616175.265,3097422.7,5.2,0,632.2805,Normal
566,616174.791,3097421.819,5.2,0,632.28,Normal
567,616174.317,3097420.939,5.2,0,632.2795,Normal
568,616173.843,3097420.059,5.2,0,632.279,Normal
569,616173.368,3097419.178,5.2,0,632.2785,Normal
570,616172.894,3097418.298,5.2,0,632.278,Normal
571,616172.42,3097417.417,5.2,0,632.2775,Normal
572,616171.946,3097416.537,5.2,0,632.277,Normal
573,616171.471,3097415.657,5.2,0,632.2765,Normal
574,616170.997,3097414.776,5.2,0,632.276,Normal
575,616170.523,3097413.896,5.2,0,632.2755,Normal
576,616170.049,3097413.015,5.2,0,632.275,Normal
577,616169.575,3097412.135,5.2,0,632.2745,Normal
578,616169.1,3097411.255,5.2,0,632.274,Normal
579,616168.626,3097410.374,5.2,0,632.2735,Normal
580,616168.152,3097409.494,5.2,0,632.273,Normal
581,616167.678,3097408.613,5.2,0,632.2725,Normal
582,616167.203,3097407.733,5.2,0,632.272,Normal
583,616166.729,3097406.853,5.2,0,632.2715,Normal
584,616166.255,3097405.972,5.2,0,632.271,Normal
585,616165.781,3097405.092,5.2,0,632.2705,Normal
586,616165.306,3097404.211,5.2,0,632.27,Normal
587,616164.832,3097403.331,5.2,0,632.2695,Normal
588,616164.358,3097402.451,5.2,0,632.269,Normal
589,616163.884,3097401.57,5.2,0,632.2685,Normal
590,616163.41,3097400.69,5.2,0,632.268,Normal
591,616162.935,3097399.809,5.2,0,632.2675,Normal
592,616162.461,3097398.929,5.2,0,632.267,Normal
593,616161.987,3097398.049,5.2,0,632.2665,Normal
594,616161.513,3097397.168,5.2,0,632.266,Normal
595,616161.038,3097396.288,5.2,0,632.2655,Normal
596,616160.564,3097395.407,5.2,0,632.265,Normal
597,616160.09,3097394.527,5.2,0,632.2645,Normal
598,616159.616,3097393.647,5.2,0,632.264,Normal
599,616159.141,3097392.766,5.2,0,632.2635,Normal
600,616158.667,3097391.886,5.2,0,632.263,Normal
601,616158.193,3097391.005,5.2,0,632.2625,Normal
602,616157.719,3097390.125,5.2,0,632.262,Normal
603,616157.245,3097389.245,5.2,0,632.2615,Normal
604,616156.77,3097388.364,5.2,0,632.261,Normal
605,616156.296,3097387.484,5.2,0,632.2605,Normal
606,616155.822,3097386.603,5.2,0,632.26,Normal
607,616155.348,3097385.723,5.2,0,632.2595,Normal
608,616154.873,3097384.843,5.2,0,632.259,Normal
609,616154.399,3097383.962,5.2,0,632.2585,Normal
610,616153.925,3097383.082,5.2,0,632.258,Normal
611,616153.451,3097382.201,5.2,0,632.2575,Normal
612,616152.976,3097381.321,5.2,0,632.257,Normal
613,616152.502,3097380.441,5.2,0,632.2565,Normal
614,616152.028,3097379.56,5.2,0,632.256,Normal
615,616151.554,3097378.68,5.2,0,632.2555,Normal
616,616151.08,3097377.799,5.2,0,632.255,Normal
617,616150.605,3097376.919,5.2,0,632.2545,Normal
618,616150.131,3097376.039,5.2,0,632.254,Normal
619,616149.657,3097375.158,5.2,0,632.2535,Normal
620,616149.183,3097374.278,5.2,0,632.253,Normal
621,616148.708,3097373.397,5.2,0,632.2525,Normal
622,616148.234,3097372.517,5.2,0,632.252,Normal
623,616147.76,3097371.637,5.2,0,632.2515,Normal
624,616147.286,3097370.756,5.2,0,632.251,Normal
625,616146.811,3097369.876,5.2,0,632.2505,Normal
626,616146.337,3097368.995,5.2,0,632.25,Normal
627,616145.863,3097368.115,5.2,0,632.2495,Normal
628,616145.389,3097367.235,5.2,0,632.249,Normal
629,616144.915,3097366.354,5.2,0,632.2485,Normal
630,616144.44,3097365.474,5.2,0,632.248,Normal
631,616143.966,3097364.593,5.2,0,632.2475,Normal
632,616143.492,3097363.713,5.2,0,632.247,Normal
633,616143.018,3097362.833,5.2,0,632.2465,Normal
634,616142.543,3097361.952,5.2,0,632.246,Normal
635,616142.069,3097361.072,5.2,0,632.2455,Normal
636,616141.595,3097360.191,5.2,0,632.245,Normal
637,616141.121,3097359.311,5.2,0,632.2445,Normal
638,616140.646,3097358.431,5.2,0,632.244,Normal
639,616140.172,3097357.55,5.2,0,632.2435,Normal
640,616139.698,3097356.67,5.2,0,632.243,Normal
641,616139.224,3097355.789,5.2,0,632.2425,Normal
642,616138.75,3097354.909,5.2,0,632.242,Normal
643,616138.275,3097354.029,5.2,0,632.2415,Normal
644,616137.801,3097353.148,5.2,0,632.241,Normal
645,616137.327,3097352.268,5.2,0,632.2405,Normal
646,616136.853,3097351.387,5.2,0,632.24,Normal
647,616136.378,3097350.507,5.2,0,632.2395,Normal
648,616135.904,3097349.627,5.2,0,632.239,Normal
649,616135.43,3097348.746,5.2,0,632.2385,Normal
650,616134.956,3097347.866,5.2,0,632.238,Normal
651,616134.481,3097346.985,5.2,0,632.2375,Normal
652,616134.007,3097346.105,5.2,0,632.237,Normal
653,616133.533,3097345.225,5.2,0,632.2365,Normal
654,616133.059,3097344.344,5.2,0,632.236,Normal
655,616132.585,3097343.464,5.2,0,632.2355,Normal
656,616132.11,3097342.583,5.2,0,632.235,Normal
657,616131.636,3097341.703,5.2,0,632.2345,Normal
658,616131.162,3097340.823,5.2,0,632.234,Normal
659,616130.688,3097339.942,5.2,0,632.2335,Normal
660,616130.213,3097339.062,5.2,0,632.233,Normal
661,616129.739,3097338.181,5.2,0,632.2325,Normal
662,616129.265,3097337.301,5.2,0,632.232,Normal
663,616128.791,3097336.421,5.2,0,632.2315,Normal
664,616128.316,3097335.54,5.2,0,632.231,Normal
665,616127.842,3097334.66,5.2,0,632.2305,Normal
666,616127.368,3097333.779,5.2,0,632.23,Normal
667,616126.894,3097332.899,5.2,0,632.2295,Normal
668,616126.42,3097332.019,5.2,0,632.229,Normal
669,616125.945,3097331.138,5.2,0,632.2285,Normal
670,616125.471,3097330.258,5.2,0,632.228,Normal
671,616124.997,3097329.377,5.2,0,632.2275,Normal
672,616124.523,3097328.497,5.2,0,632.227,Normal
673,616124.048,3097327.617,5.2,0,632.2265,Normal
674,616123.574,3097326.736,5.2,0,632.226,Normal
675,616123.1,3097325.856,5.2,0,632.2255,Normal
676,616122.626,3097324.975,5.2,0,632.225,Normal
677,616122.151,3097324.095,5.2,0,632.2245,Normal
678,616121.677,3097323.215,5.2,0,632.224,Normal
679,616121.203,3097322.334,5.2,0,632.2235,Normal
680,616120.729,3097321.454,5.2,0,632.223,Normal
681,616120.255,3097320.573,5.2,0,632.2225,Normal
682,616119.78,3097319.693,5.2,0,632.222,Normal
683,616119.306,3097318.813,5.2,0,632.2215,Normal
684,616118.832,3097317.932,5.2,0,632.221,Normal
685,616118.358,3097317.052,5.2,0,632.2205,Normal
686,616117.883,3097316.171,5.2,0,632.22,Normal
687,616117.409,3097315.291,5.2,0,632.2195,Normal
688,616116.935,3097314.411,5.2,0,632.219,Normal
689,616116.461,3097313.53,5.2,0,632.2185,Normal
690,616115.986,3097312.65,5.2,0,632.218,Normal
691,616115.512,3097311.769,5.2,0,632.2175,Normal
692,616115.038,3097310.889,5.2,0,632.217,Normal
693,616114.564,3097310.009,5.2,0,632.2165,Normal
694,616114.089,3097309.128,5.2,0,632.216,Normal
695,616113.615,3097308.248,5.2,0,632.2155,Normal
696,616113.141,3097307.367,5.2,0,632.215,Normal
697,616112.667,3097306.487,5.2,0,632.2145,Normal
698,616112.193,3097305.607,5.2,0,632.214,Normal
699,616111.718,3097304.726,5.2,0,632.2135,Normal
700,616111.244,3097303.846,5.2,0,632.213,Normal
701,616110.77,3097302.965,5.2,0,632.2125,Normal
702,616110.296,3097302.085,5.2,0,632.212,Normal
703,616109.821,3097301.205,5.2,0,632.2115,Normal
704,616109.347,3097300.324,5.2,0,632.211,Normal
705,616108.873,3097299.444,5.2,0,632.2105,Normal
706,616108.399,3097298.563,5.2,0,632.21,Normal
707,616107.924,3097297.683,5.2,0,632.2095,Normal
708,616107.45,3097296.803,5.2,0,632.209,Normal
709,616106.976,3097295.922,5.2,0,632.2085,Normal
710,616106.502,3097295.042,5.2,0,632.208,Normal
711,616106.028,3097294.161,5.2,0,632.2075,Normal
712,616105.553,3097293.281,5.2,0,632.207,Normal
713,616105.079,3097292.401,5.2,0,632.2065,Normal
714,616104.605,3097291.52,5.2,0,632.206,Normal
715,616104.131,3097290.64,5.2,0,632.2055,Normal
716,616103.656,3097289.759,5.067,0,632.205,Normal
717,616103.182,3097288.879,5.067,0,632.2045,Normal
718,616102.714,3097287.995,5.067,0,632.204,Normal
719,616102.255,3097287.107,5.067,0,632.2035,Normal
720,616101.804,3097286.214,5.067,0,632.203,Normal
721,616101.362,3097285.317,5.067,0,632.2025,Normal
722,616100.93,3097284.416,5.067,0,632.202,Normal
723,616100.506,3097283.51,5.067,0,632.2015,Normal
724,616100.092,3097282.6,5.067,0,632.201,Normal
725,616099.686,3097281.686,5.067,0,632.2005,Normal
726,616099.29,3097280.767,5.067,0,632.2,Normal
727,616098.903,3097279.845,5.067,0,632.1995,Normal
728,616098.525,3097278.919,5.067,0,632.199,Normal
729,616098.157,3097277.99,5.067,0,632.1985,Normal
730,616097.798,3097277.057,5.067,0,632.198,Normal
731,616097.448,3097276.12,5.067,0,632.1975,Normal
732,616097.108,3097275.179,5.067,0,632.197,Normal
733,616096.776,3097274.236,5.067,0,632.1965,Normal
734,616096.455,3097273.289,5.067,0,632.196,Normal
735,616096.143,3097272.339,5.067,0,632.1955,Normal
736,616095.84,3097271.386,5.067,0,632.195,Normal
737,616095.547,3097270.43,5.067,0,632.1945,Normal
738,616095.264,3097269.471,5.067,0,632.194,Normal
739,616094.99,3097268.509,5.067,0,632.1935,Normal
740,616094.726,3097267.544,5.067,0,632.193,Normal
741,616094.471,3097266.577,5.067,0,632.1925,Normal
742,616094.226,3097265.608,5.067,0,632.192,Normal
743,616093.991,3097264.636,5.067,0,632.1915,Normal
744,616093.766,3097263.662,5.067,0,632.191,Normal
745,616093.55,3097262.685,5.067,0,632.1905,Normal
746,616093.344,3097261.707,5.067,0,632.19,Normal
747,616093.148,3097260.726,5.067,0,632.1895,Normal
748,616092.962,3097259.744,5.067,0,632.189,Normal
749,616092.785,3097258.759,5.067,0,632.1885,Normal
750,616092.619,3097257.773,5.067,0,632.188,Normal
751,616092.462,3097256.786,5.067,0,632.1875,Normal
752,616092.315,3097255.796,5.067,0,632.187,Normal
753,616092.178,3097254.806,5.067,0,632.1865,Normal
754,616092.051,3097253.814,5.067,0,632.186,Normal
755,616091.934,3097252.821,5.067,0,632.1855,Normal
756,616091.827,3097251.827,5.067,0,632.185,Normal
757,616091.73,3097250.831,5.067,0,632.1845,Normal
758,616091.643,3097249.835,5.067,0,632.184,Normal
759,616091.565,3097248.838,5.067,0,632.1835,Normal
760,616091.498,3097247.84,5.183,0,632.183,Normal
761,616091.441,3097246.842,5.2,0,632.1825,Normal
762,616091.393,3097245.843,5.2,0,632.182,Normal
763,616091.351,3097244.844,5.2,0,632.1815,Normal
764,616091.309,3097243.845,5.2,0,632.181,Normal
765,616091.266,3097242.846,5.2,0,632.1805,Normal
766,616091.224,3097241.847,5.2,0,632.18,Normal
767,616091.182,3097240.848,5.2,0,632.1795,Normal
768,616091.14,3097239.849,5.2,0,632.179,Normal
769,616091.097,3097238.849,5.2,0,632.1785,Normal
770,616091.055,3097237.85,5.2,0,632.178,Normal
771,616091.013,3097236.851,5.2,0,632.1775,Normal
772,616090.971,3097235.852,5.2,0,632.177,Normal
773,616090.928,3097234.853,5.2,0,632.1765,Normal
774,616090.886,3097233.854,5.2,0,632.176,Normal
775,616090.844,3097232.855,5.2,0,632.1755,Normal
776,616090.802,3097231.856,5.2,0,632.175,Normal
777,616090.759,3097230.857,5.2,0,632.1745,Normal
778,616090.717,3097229.857,5.2,0,632.174,Normal
779,616090.675,3097228.858,5.2,0,632.1735,Normal
780,616090.632,3097227.859,5.2,0,632.173,Normal
781,616090.59,3097226.86,5.2,0,632.1725,Normal
782,616090.548,3097225.861,5.2,0,632.172,Normal
783,616090.506,3097224.862,5.2,0,632.1715,Normal
784,616090.463,3097223.863,5.2,0,632.171,Normal
785,616090.421,3097222.864,5.2,0,632.1705,Normal
786,616090.379,3097221.865,5.2,0,632.17,Normal
787,616090.337,3097220.866,5.2,0,632.1695,Normal
788,616090.294,3097219.866,5.2,0,632.169,Normal
789,616090.252,3097218.867,5.2,0,632.1685,Normal
790,616090.21,3097217.868,5.2,0,632.168,Normal
791,616090.168,3097216.869,5.2,0,632.1675,Normal
792,616090.125,3097215.87,5.2,0,632.167,Normal
793,616090.083,3097214.871,5.2,0,632.1665,Normal
794,616090.041,3097213.872,5.2,0,632.166,Normal
795,616089.999,3097212.873,5.2,0,632.1655,Normal
796,616089.956,3097211.874,5.2,0,632.165,Normal
797,616089.914,3097210.874,5.2,0,632.1645,Normal
798,616089.872,3097209.875,5.2,0,632.164,Normal
799,616089.83,3097208.876,5.2,0,632.1635,Normal
800,616089.787,3097207.877,5.2,0,632.163,Normal
801,616089.745,3097206.878,5.2,0,632.1625,Normal
802,616089.703,3097205.879,5.2,0,632.162,Normal
803,616089.661,3097204.88,5.2,0,632.1615,Normal
804,616089.618,3097203.881,5.2,0,632.161,Normal
805,616089.576,3097202.882,5.2,0,632.1605,Normal
806,616089.534,3097201.882,5.2,0,632.16,Normal
807,616089.492,3097200.883,5.2,0,632.15975,Normal
808,616089.449,3097199.884,5.2,0,632.1595,Normal
809,616089.407,3097198.885,5.2,0,632.159,Normal
810,616089.365,3097197.886,5.2,0,632.1585,Normal
811,616089.322,3097196.887,5.2,0,632.158,Normal
812,616089.28,3097195.888,5.2,0,632.1575,Normal
813,616089.238,3097194.889,5.2,0,632.157,Normal
814,616089.196,3097193.89,5.2,0,632.1565,Normal
815,616089.153,3097192.891,5.2,0,632.156,Normal
816,616089.111,3097191.891,5.2,0,632.1555,Normal
817,616089.069,3097190.892,5.2,0,632.155,Normal
818,616089.027,3097189.893,5.2,0,632.1545,Normal
819,616088.984,3097188.894,5.2,0,632.154,Normal
820,616088.942,3097187.895,5.2,0,632.1535,Normal
821,616088.9,3097186.896,5.2,0,632.153,Normal
822,616088.858,3097185.897,5.2,0,632.1525,Normal
823,616088.815,3097184.898,5.2,0,632.152,Normal
824,616088.773,3097183.899,5.2,0,632.1515,Normal
825,616088.731,3097182.899,5.2,0,632.151,Normal
826,616088.689,3097181.9,5.2,0,632.1505,Normal
827,616088.646,3097180.901,5.2,0,632.15,Normal
828,616088.604,3097179.902,5.2,0,632.1495,Normal
829,616088.562,3097178.903,5.2,0,632.149,Normal
830,616088.52,3097177.904,5.2,0,632.1485,Normal
831,616088.477,3097176.905,5.2,0,632.148,Normal
832,616088.435,3097175.906,5.2,0,632.1475,Normal
833,616088.393,3097174.907,5.2,0,632.147,Normal
834,616088.351,3097173.908,5.2,0,632.1465,Normal
835,616088.308,3097172.908,5.2,0,632.146,Normal
836,616088.266,3097171.909,5.2,0,632.1455,Normal
837,616088.224,3097170.91,5.2,0,632.145,Normal
838,616088.181,3097169.911,5.2,0,632.1445,Normal
839,616088.139,3097168.912,5.2,0,632.144,Normal
840,616088.097,3097167.913,5.2,0,632.1435,Normal
841,616088.055,3097166.914,5.2,0,632.143,Normal
842,616088.012,3097165.915,5.2,0,632.1425,Normal
843,616087.97,3097164.916,5.2,0,632.142,Normal
844,616087.928,3097163.916,5.2,0,632.1415,Normal
845,616087.886,3097162.917,5.2,0,632.141,Normal
846,616087.843,3097161.918,5.2,0,632.1405,Normal
847,616087.801,3097160.919,5.2,0,632.14,Normal
848,616087.759,3097159.92,5.2,0,632.1395,Normal
849,616087.717,3097158.921,5.2,0,632.139,Normal
850,616087.674,3097157.922,5.2,0,632.1385,Normal
851,616087.632,3097156.923,5.2,0,632.138,Normal
852,616087.59,3097155.924,5.2,0,632.1375,Normal
853,616087.548,3097154.924,5.2,0,632.137,Normal
854,616087.505,3097153.925,5.2,0,632.1365,Normal
855,616087.463,3097152.926,5.2,0,632.136,Normal
856,616087.421,3097151.927,5.2,0,632.1355,Normal
857,616087.379,3097150.928,5.2,0,632.135,Normal
858,616087.336,3097149.929,5.2,0,632.1345,Normal
859,616087.294,3097148.93,5.2,0,632.134,Normal
860,616087.252,3097147.931,5.2,0,632.1335,Normal
861,616087.21,3097146.932,5.2,0,632.133,Normal
862,616087.167,3097145.933,5.2,0,632.1325,Normal
863,616087.125,3097144.933,5.2,0,632.132,Normal
864,616087.083,3097143.934,5.2,0,632.1315,Normal
865,616087.04,3097142.935,5.2,0,632.131,Normal
866,616086.998,3097141.936,5.2,0,632.1305,Normal
867,616086.956,3097140.937,5.2,0,632.13,Normal
868,616086.914,3097139.938,5.2,0,632.1295,Normal
869,616086.871,3097138.939,5.2,0,632.129,Normal
870,616086.829,3097137.94,5.2,0,632.1285,Normal
871,616086.787,3097136.941,5.2,0,632.128,Normal
872,616086.745,3097135.941,5.2,0,632.1275,Normal
873,616086.702,3097134.942,5.2,0,632.127,Normal
874,616086.66,3097133.943,5.2,0,632.1265,Normal
875,616086.618,3097132.944,5.2,0,632.126,Normal
876,616086.576,3097131.945,5.2,0,632.1255,Normal
877,616086.533,3097130.946,5.2,0,632.125,Normal
878,616086.491,3097129.947,5.2,0,632.1245,Normal
879,616086.449,3097128.948,5.2,0,632.124,Normal
880,616086.407,3097127.949,5.2,0,632.1235,Normal
881,616086.364,3097126.949,5.2,0,632.123,Normal
882,616086.322,3097125.95,5.2,0,632.1225,Normal
883,616086.28,3097124.951,5.2,0,632.122,Normal
884,616086.238,3097123.952,5.2,0,632.1215,Normal
885,616086.195,3097122.953,5.2,0,632.121,Normal
886,616086.153,3097121.954,5.2,0,632.1205,Normal
887,616086.111,3097120.955,5.2,0,632.12,Normal
888,616086.069,3097119.956,5.2,0,632.1195,Normal
889,616086.026,3097118.957,5.2,0,632.119,Normal
890,616085.984,3097117.958,5.2,0,632.1185,Normal
891,616085.942,3097116.958,5.2,0,632.118,Normal
892,616085.899,3097115.959,5.2,0,632.1175,Normal
893,616085.857,3097114.96,5.2,0,632.117,Normal
894,616085.815,3097113.961,5.2,0,632.1165,Normal
895,616085.773,3097112.962,5.2,0,632.116,Normal
896,616085.73,3097111.963,5.2,0,632.1155,Normal
897,616085.688,3097110.964,5.2,0,632.115,Normal
898,616085.646,3097109.965,5.2,0,632.1145,Normal
899,616085.604,3097108.966,5.2,0,632.114,Normal
900,616085.561,3097107.966,5.2,0,632.1135,Normal
901,616085.519,3097106.967,5.2,0,632.113,Normal
902,616085.477,3097105.968,5.2,0,632.1125,Normal
903,616085.435,3097104.969,5.2,0,632.112,Normal
904,616085.392,3097103.97,5.2,0,632.1115,Normal
905,616085.35,3097102.971,5.2,0,632.111,Normal
906,616085.308,3097101.972,5.2,0,632.1105,Normal
907,616085.266,3097100.973,5.2,0,632.11,Normal
908,616085.223,3097099.974,5.2,0,632.1095,Normal
909,616085.181,3097098.975,5.2,0,632.109,Normal
910,616085.139,3097097.975,5.2,0,632.1085,Normal
911,616085.097,3097096.976,5.2,0,632.108,Normal
912,616085.054,3097095.977,5.2,0,632.1075,Normal
913,616085.012,3097094.978,5.2,0,632.107,Normal
914,616084.97,3097093.979,5.2,0,632.1065,Normal
915,616084.928,3097092.98,5.2,0,632.106,Normal
916,616084.885,3097091.981,5.2,0,632.1055,Normal
917,616084.843,3097090.982,5.2,0,632.105,Normal
918,616084.801,3097089.983,5.2,0,632.1045,Normal
919,616084.758,3097088.983,5.2,0,632.104,Normal
920,616084.716,3097087.984,5.2,0,632.1035,Normal
921,616084.674,3097086.985,5.2,0,632.103,Normal
922,616084.632,3097085.986,5.2,0,632.1025,Normal
923,616084.589,3097084.987,5.2,0,632.102,Normal
924,616084.547,3097083.988,5.2,0,632.1015,Normal
925,616084.505,3097082.989,5.2,0,632.101,Normal
926,616084.463,3097081.99,5.2,0,632.1005,Normal
927,616084.42,3097080.991,5.2,0,632.1,Normal
928,616084.378,3097079.991,5.2,0,632.0995,Normal
929,616084.336,3097078.992,5.2,0,632.099,Normal
930,616084.294,3097077.993,5.2,0,632.0985,Normal
931,616084.251,3097076.994,5.2,0,632.098,Normal
932,616084.209,3097075.995,5.2,0,632.0975,Normal
933,616084.167,3097074.996,5.2,0,632.097,Normal
934,616084.125,3097073.997,5.2,0,632.0965,Normal
935,616084.082,3097072.998,5.2,0,632.096,Normal
936,616084.04,3097071.999,5.2,0,632.0955,Normal
937,616083.998,3097071,5.2,0,632.095,Normal
938,616083.956,3097070,5.2,0,632.0945,Normal
939,616083.913,3097069.001,5.2,0,632.094,Normal
940,616083.871,3097068.002,5.2,0,632.0935,Normal
941,616083.829,3097067.003,5.2,0,632.093,Normal
942,616083.787,3097066.004,5.2,0,632.0925,Normal
943,616083.744,3097065.005,5.2,0,632.092,Normal
944,616083.702,3097064.006,5.2,0,632.0915,Normal
945,616083.66,3097063.007,5.2,0,632.091,Normal
946,616083.617,3097062.008,5.2,0,632.0905,Normal
947,616083.575,3097061.008,5.2,0,632.09,Normal
948,616083.533,3097060.009,5.2,0,632.0895,Normal
949,616083.491,3097059.01,5.2,0,632.089,Normal
950,616083.448,3097058.011,5.2,0,632.0885,Normal
951,616083.406,3097057.012,5.2,0,632.088,Normal
952,616083.364,3097056.013,5.2,0,632.0875,Normal
953,616083.322,3097055.014,5.2,0,632.087,Normal
954,616083.279,3097054.015,5.2,0,632.0865,Normal
955,616083.237,3097053.016,5.2,0,632.086,Normal
956,616083.195,3097052.016,5.2,0,632.0855,Normal
957,616083.153,3097051.017,5.2,0,632.085,Normal
958,616083.11,3097050.018,5.2,0,632.0845,Normal
959,616083.068,3097049.019,5.2,0,632.084,Normal
960,616083.026,3097048.02,5.2,0,632.0835,Normal
961,616082.984,3097047.021,5.2,0,632.083,Normal
962,616082.941,3097046.022,5.2,0,632.0825,Normal
963,616082.899,3097045.023,5.2,0,632.082,Normal
964,616082.857,3097044.024,5.2,0,632.0815,Normal
965,616082.815,3097043.025,5.2,0,632.081,Normal
966,616082.772,3097042.025,5.2,0,632.0805,Normal
967,616082.73,3097041.026,5.2,0,632.08,Normal
968,616082.688,3097040.027,5.2,0,632.0795,Normal
969,616082.646,3097039.028,5.2,0,632.079,Normal
970,616082.603,3097038.029,5.2,0,632.0785,Normal
971,616082.561,3097037.03,5.2,0,632.078,Normal
972,616082.519,3097036.031,5.2,0,632.0775,Normal
973,616082.476,3097035.032,5.2,0,632.077,Normal
974,616082.434,3097034.033,5.2,0,632.0765,Normal
975,616082.392,3097033.033,5.2,0,632.076,Normal
976,616082.35,3097032.034,5.2,0,632.0755,Normal
977,616082.307,3097031.035,5.2,0,632.075,Normal
978,616082.265,3097030.036,5.2,0,632.0745,Normal
979,616082.223,3097029.037,5.2,0,632.074,Normal
980,616082.181,3097028.038,5.2,0,632.0735,Normal
981,616082.138,3097027.039,5.2,0,632.073,Normal
982,616082.096,3097026.04,5.2,0,632.0725,Normal
983,616082.054,3097025.041,5.2,0,632.072,Normal
984,616082.012,3097024.042,5.2,0,632.0715,Normal
985,616081.969,3097023.042,5.2,0,632.071,Normal
986,616081.927,3097022.043,5.2,0,632.0705,Normal
987,616081.885,3097021.044,5.2,0,632.07,Normal
988,616081.843,3097020.045,5.2,0,632.0695,Normal
989,616081.8,3097019.046,5.2,0,632.069,Normal
990,616081.758,3097018.047,5.2,0,632.0685,Normal
991,616081.716,3097017.048,5.2,0,632.068,Normal
992,616081.674,3097016.049,5.2,0,632.0675,Normal
993,616081.631,3097015.05,5.2,0,632.067,Normal
994,616081.589,3097014.05,5.2,0,632.0665,Normal
995,616081.547,3097013.051,5.2,0,632.066,Normal
996,616081.505,3097012.052,5.2,0,632.0655,Normal
997,616081.462,3097011.053,5.2,0,632.065,Normal
998,616081.42,3097010.054,5.2,0,632.0645,Normal
999,616081.378,3097009.055,5.2,0,632.064,Normal
1000,616081.336,3097008.056,5.2,0,632.0635,Normal
1001,616081.293,3097007.057,5.2,0,632.063,Normal
1002,616081.251,3097006.058,5.2,0,632.0625,Normal
1003,616081.209,3097005.058,5.2,0,632.062,Normal
1004,616081.166,3097004.059,5.2,0,632.0615,Normal
1005,616081.124,3097003.06,5.2,0,632.061,Normal
1006,616081.082,3097002.061,5.2,0,632.0605,Normal
1007,616081.04,3097001.062,5.2,0,632.06,Normal
1008,616080.997,3097000.063,5.2,0,632.0595,Normal
1009,616080.955,3096999.064,5.2,0,632.059,Normal
1010,616080.913,3096998.065,5.2,0,632.0585,Normal
1011,616080.871,3096997.066,5.2,0,632.058,Normal
1012,616080.828,3096996.067,5.2,0,632.0575,Normal
