River,Reach,Station,X,Y,Z
BUYUKGOKCELI,BUYUKGOKCELI,27,563804.69,4193620.63,996.06
BUYUKGOKCELI,BUYUKGOKCELI,27,563805.58,4193623.04,995.99
BUYUKGOKCELI,BUYUKGOKCELI,27,563806.97,4193626.83,995.81
BUYUKGOKCELI,BUYUKGOKCELI,27,563808.28,4193630.38,995.72
BUYUKGOKCELI,BUYUKGOKCELI,27,563809.4,4193633.43,995.69
BUYUKGOKCELI,BUYUKGOKCELI,27,563810.17,4193635.52,995.69
BUYUKGOKCELI,BUYUKGOKCELI,28,563776.68,4193605.79,995.42
BUYUKGOKCELI,BUYUKGOKCELI,28,563778.25,4193608.18,995.42
BUYUKGOKCELI,BUYUKGOKCELI,28,563780.53,4193611.63,995.48
BUYUKGOKCELI,BUYUKGOKCELI,28,563782.98,4193615.34,995.48
BUYUKGOKCELI,BUYUKGOKCELI,28,563784.67,4193617.91,995.69
BUYUKGOKCELI,BUYUKGOKCELI,28,563785.81,4193619.64,995.35
BUYUKGOKCELI,BUYUKGOKCELI,28,563786.34,4193620.44,993.8
BUYUKGOKCELI,BUYUKGOKCELI,28,563787.18,4193621.72,993.74
BUYUKGOKCELI,BUYUKGOKCELI,28,563787.7,4193622.5,993.8
BUYUKGOKCELI,BUYUKGOKCELI,28,563788.42,4193623.59,995.44
BUYUKGOKCELI,BUYUKGOKCELI,28,563790.21,4193626.3,995.54
BUYUKGOKCELI,BUYUKGOKCELI,28,563792.23,4193629.38,995.57
BUYUKGOKCELI,BUYUKGOKCELI,28,563794.87,4193633.38,995.48
BUYUKGOKCELI,BUYUKGOKCELI,28,563797.06,4193636.7,995.51
BUYUKGOKCELI,BUYUKGOKCELI,29,563744.75,4193611.17,994.07
BUYUKGOKCELI,BUYUKGOKCELI,29,563745.33,4193614.88,994.07
BUYUKGOKCELI,BUYUKGOKCELI,29,563745.85,4193618.19,993.89
BUYUKGOKCELI,BUYUKGOKCELI,29,563746.2,4193620.4,993.83
BUYUKGOKCELI,BUYUKGOKCELI,29,563746.68,4193623.48,993.95
BUYUKGOKCELI,BUYUKGOKCELI,29,563747.08,4193626.03,993.91
BUYUKGOKCELI,BUYUKGOKCELI,29,563747.3,4193627.43,991.79
BUYUKGOKCELI,BUYUKGOKCELI,29,563747.47,4193628.45,991.73
BUYUKGOKCELI,BUYUKGOKCELI,29,563747.66,4193629.71,991.79
BUYUKGOKCELI,BUYUKGOKCELI,29,563747.84,4193630.86,993.57
BUYUKGOKCELI,BUYUKGOKCELI,29,563748.2,4193633.12,993.92
BUYUKGOKCELI,BUYUKGOKCELI,29,563748.62,4193635.81,994.04
BUYUKGOKCELI,BUYUKGOKCELI,29,563748.86,4193637.33,993.83
BUYUKGOKCELI,BUYUKGOKCELI,29,563749.07,4193638.64,993.38
BUYUKGOKCELI,BUYUKGOKCELI,29,563749.46,4193641.17,993.41
BUYUKGOKCELI,BUYUKGOKCELI,29,563749.89,4193643.88,993.41
BUYUKGOKCELI,BUYUKGOKCELI,29,563750.19,4193645.81,993.41
BUYUKGOKCELI,BUYUKGOKCELI,30,563693.92,4193626.41,990.95
BUYUKGOKCELI,BUYUKGOKCELI,30,563694.68,4193628.54,990.95
BUYUKGOKCELI,BUYUKGOKCELI,30,563695.56,4193631.02,990.89
BUYUKGOKCELI,BUYUKGOKCELI,30,563696.92,4193634.81,990.89
BUYUKGOKCELI,BUYUKGOKCELI,30,563697.93,4193637.65,990.95
BUYUKGOKCELI,BUYUKGOKCELI,30,563698.97,4193640.55,991.05
BUYUKGOKCELI,BUYUKGOKCELI,30,563699.54,4193642.15,989
BUYUKGOKCELI,BUYUKGOKCELI,30,563699.78,4193642.83,988.91
BUYUKGOKCELI,BUYUKGOKCELI,30,563700.12,4193643.77,989
BUYUKGOKCELI,BUYUKGOKCELI,30,563700.78,4193645.61,990.86
BUYUKGOKCELI,BUYUKGOKCELI,30,563701.42,4193647.4,990.29
BUYUKGOKCELI,BUYUKGOKCELI,30,563702.32,4193649.93,990.29
BUYUKGOKCELI,BUYUKGOKCELI,30,563703.41,4193652.97,990.29
BUYUKGOKCELI,BUYUKGOKCELI,30,563704.83,4193656.95,990.47
BUYUKGOKCELI,BUYUKGOKCELI,30,563705.83,4193659.74,990.47
BUYUKGOKCELI,BUYUKGOKCELI,31,563648.29,4193642.84,988.07
BUYUKGOKCELI,BUYUKGOKCELI,31,563649.45,4193647.29,988.01
BUYUKGOKCELI,BUYUKGOKCELI,31,563650.58,4193651.66,988.01
BUYUKGOKCELI,BUYUKGOKCELI,31,563651.49,4193655.17,988.01
BUYUKGOKCELI,BUYUKGOKCELI,31,563652.06,4193657.36,987.83
BUYUKGOKCELI,BUYUKGOKCELI,31,563652.58,4193659.34,986.09
BUYUKGOKCELI,BUYUKGOKCELI,31,563652.87,4193660.46,986
BUYUKGOKCELI,BUYUKGOKCELI,31,563653.09,4193661.32,986.09
BUYUKGOKCELI,BUYUKGOKCELI,31,563653.81,4193664.09,988.23
BUYUKGOKCELI,BUYUKGOKCELI,31,563654.98,4193668.59,988.25
BUYUKGOKCELI,BUYUKGOKCELI,31,563655.49,4193670.55,987.71
BUYUKGOKCELI,BUYUKGOKCELI,31,563656.49,4193674.39,987.65
BUYUKGOKCELI,BUYUKGOKCELI,31,563657.59,4193678.61,987.65
BUYUKGOKCELI,BUYUKGOKCELI,32,563605.28,4193652.82,985.19
BUYUKGOKCELI,BUYUKGOKCELI,32,563605.02,4193656.6,985.07
BUYUKGOKCELI,BUYUKGOKCELI,32,563604.78,4193660.24,985.07
BUYUKGOKCELI,BUYUKGOKCELI,32,563604.4,4193665.7,985.01
BUYUKGOKCELI,BUYUKGOKCELI,32,563604.23,4193668.17,985.01
BUYUKGOKCELI,BUYUKGOKCELI,32,563604.12,4193669.86,983.09
BUYUKGOKCELI,BUYUKGOKCELI,32,563604.05,4193670.81,983.03
BUYUKGOKCELI,BUYUKGOKCELI,32,563603.99,4193671.67,983.09
BUYUKGOKCELI,BUYUKGOKCELI,32,563603.87,4193673.49,984.61
BUYUKGOKCELI,BUYUKGOKCELI,32,563603.73,4193675.49,985.19
BUYUKGOKCELI,BUYUKGOKCELI,32,563603.45,4193679.66,985.31
BUYUKGOKCELI,BUYUKGOKCELI,32,563603.28,4193682.06,984.65
BUYUKGOKCELI,BUYUKGOKCELI,32,563603,4193686.18,984.53
BUYUKGOKCELI,BUYUKGOKCELI,32,563602.82,4193688.81,984.53
BUYUKGOKCELI,BUYUKGOKCELI,33,563538.91,4193650.5,981.77
BUYUKGOKCELI,BUYUKGOKCELI,33,563538.74,4193652.95,981.77
BUYUKGOKCELI,BUYUKGOKCELI,33,563538.49,4193656.54,981.65
BUYUKGOKCELI,BUYUKGOKCELI,33,563538.29,4193659.47,981.59
BUYUKGOKCELI,BUYUKGOKCELI,33,563538.03,4193663.37,981.47
BUYUKGOKCELI,BUYUKGOKCELI,33,563537.88,4193665.48,981.3
BUYUKGOKCELI,BUYUKGOKCELI,33,563537.79,4193666.86,979.85
BUYUKGOKCELI,BUYUKGOKCELI,33,563537.72,4193667.87,979.79
BUYUKGOKCELI,BUYUKGOKCELI,33,563537.61,4193669.42,979.85
BUYUKGOKCELI,BUYUKGOKCELI,33,563537.51,4193670.93,981.36
BUYUKGOKCELI,BUYUKGOKCELI,33,563537.28,4193674.25,981.89
BUYUKGOKCELI,BUYUKGOKCELI,33,563537.05,4193677.61,981.23
BUYUKGOKCELI,BUYUKGOKCELI,33,563536.94,4193679.22,980.87
BUYUKGOKCELI,BUYUKGOKCELI,33,563536.48,4193686,980.69
BUYUKGOKCELI,BUYUKGOKCELI,34,563480.69,4193640.9,980.39
BUYUKGOKCELI,BUYUKGOKCELI,34,563479.07,4193645.02,980.27
BUYUKGOKCELI,BUYUKGOKCELI,34,563477.41,4193649.25,980.15
BUYUKGOKCELI,BUYUKGOKCELI,34,563476.3,4193652.08,979.91
BUYUKGOKCELI,BUYUKGOKCELI,34,563475.2,4193654.88,979.89
BUYUKGOKCELI,BUYUKGOKCELI,34,563474.52,4193656.58,978.5
BUYUKGOKCELI,BUYUKGOKCELI,34,563474.26,4193657.25,978.44
BUYUKGOKCELI,BUYUKGOKCELI,34,563473.87,4193658.25,978.5
BUYUKGOKCELI,BUYUKGOKCELI,34,563473.2,4193659.96,980.03
BUYUKGOKCELI,BUYUKGOKCELI,34,563472.18,4193662.54,979.73
BUYUKGOKCELI,BUYUKGOKCELI,34,563471.16,4193665.13,979.31
BUYUKGOKCELI,BUYUKGOKCELI,34,563469.43,4193669.54,978.77
BUYUKGOKCELI,BUYUKGOKCELI,34,563467.56,4193674.28,978.71
BUYUKGOKCELI,BUYUKGOKCELI,35,563407.77,4193620.3,977.57
BUYUKGOKCELI,BUYUKGOKCELI,35,563406.63,4193623.38,977.51
BUYUKGOKCELI,BUYUKGOKCELI,35,563404.42,4193629.38,977.63
BUYUKGOKCELI,BUYUKGOKCELI,35,563403.1,4193632.95,977.63
BUYUKGOKCELI,BUYUKGOKCELI,35,563402.13,4193635.6,977.54
BUYUKGOKCELI,BUYUKGOKCELI,35,563401.98,4193635.99,976.7
BUYUKGOKCELI,BUYUKGOKCELI,35,563401.93,4193636.14,976.67
BUYUKGOKCELI,BUYUKGOKCELI,35,563401.85,4193636.36,976.7
BUYUKGOKCELI,BUYUKGOKCELI,35,563401.79,4193636.52,977.54
BUYUKGOKCELI,BUYUKGOKCELI,35,563401.08,4193638.44,977.57
BUYUKGOKCELI,BUYUKGOKCELI,35,563399.55,4193642.58,977.57
BUYUKGOKCELI,BUYUKGOKCELI,35,563398.14,4193646.43,977.57
BUYUKGOKCELI,BUYUKGOKCELI,35,563396.25,4193651.55,977.63
BUYUKGOKCELI,BUYUKGOKCELI,36,563399.58,4193617.71,977.63
BUYUKGOKCELI,BUYUKGOKCELI,36,563398.61,4193620.7,977.63
BUYUKGOKCELI,BUYUKGOKCELI,36,563397.85,4193623.04,977.57
BUYUKGOKCELI,BUYUKGOKCELI,36,563395.7,4193629.63,977.39
BUYUKGOKCELI,BUYUKGOKCELI,36,563394.62,4193632.96,977.07
BUYUKGOKCELI,BUYUKGOKCELI,36,563394.55,4193633.17,976.37
BUYUKGOKCELI,BUYUKGOKCELI,36,563394.44,4193633.5,976.34
BUYUKGOKCELI,BUYUKGOKCELI,36,563394.16,4193634.38,976.37
BUYUKGOKCELI,BUYUKGOKCELI,36,563393.82,4193635.41,977.56
BUYUKGOKCELI,BUYUKGOKCELI,36,563393.11,4193637.58,977.87
BUYUKGOKCELI,BUYUKGOKCELI,36,563391.92,4193641.24,977.93
BUYUKGOKCELI,BUYUKGOKCELI,36,563390.92,4193644.31,978.05
BUYUKGOKCELI,BUYUKGOKCELI,36,563390.43,4193645.82,977.63
BUYUKGOKCELI,BUYUKGOKCELI,36,563389.16,4193649.74,977.33
BUYUKGOKCELI,BUYUKGOKCELI,37,563375.58,4193605.41,976.97
BUYUKGOKCELI,BUYUKGOKCELI,37,563374.68,4193608.05,977.03
BUYUKGOKCELI,BUYUKGOKCELI,37,563373.39,4193611.83,976.91
BUYUKGOKCELI,BUYUKGOKCELI,37,563371.72,4193616.77,976.79
BUYUKGOKCELI,BUYUKGOKCELI,37,563370.67,4193619.85,976.34
BUYUKGOKCELI,BUYUKGOKCELI,37,563370.26,4193621.05,975.74
BUYUKGOKCELI,BUYUKGOKCELI,37,563370.12,4193621.47,975.68
BUYUKGOKCELI,BUYUKGOKCELI,37,563369.89,4193622.14,975.74
BUYUKGOKCELI,BUYUKGOKCELI,37,563369.49,4193623.32,976.14
BUYUKGOKCELI,BUYUKGOKCELI,37,563368.63,4193625.85,976.73
BUYUKGOKCELI,BUYUKGOKCELI,37,563367.44,4193629.37,976.61
BUYUKGOKCELI,BUYUKGOKCELI,37,563366.64,4193631.73,976.49
BUYUKGOKCELI,BUYUKGOKCELI,37,563365.79,4193634.21,976.61
BUYUKGOKCELI,BUYUKGOKCELI,37,563364.62,4193637.66,977.57
