total_inflow_q,manning_n,default_bank_slope,expansion_coeff,contraction_coeff,bend_coeff,junction_coeff,spill_coeff,stage_relaxation,split_relaxation,momentum_weight,min_depth,boundary_slope,profile_relaxation,profile_tolerance,reset,init_j1_wse,init_j2_wse,init_alpha1,init_alpha2,gravity,density,max_junction_iterations,max_profile_iterations,max_segment_iterations,max_outer_iterations,outer_tolerance
51.0,0.015,0.0,0.3,0.1,0.15,0.75,1.7,0.35,0.08,0.05,0.05,0.001,0.15,0.001,1,634.3,631.9,0.65,0.65,9.81,998.2,80,250,12,12,0.0001
